Estimate ID,Estimate Date,Estimate Number,Status,Customer ID,Due Date,Sub Total (BCY),Total (BCY),Adjustment (BCY),Sales Person ID,Last Modified Time,Created Time,Discount (%),Purchase Order#,Currency Code,Exchange Rate,CRM Reference ID
4198696000020845439,04 Apr 2025,EST-000229,draft,4198696000002605048,01 May 2025,"CRC 53,408.85",CRC 60.35K,CRC 0.00,4198696000007629241,2025-04-04 16:57:53,2025-04-04 16:57:53,CRC 0.00,,CRC,CRC 1.00,
4198696000020987001,05 Apr 2025,EST-000230,draft,4198696000020638074,30 Apr 2025,"CRC 81,415.93",CRC 92.00K,CRC 0.00,4198696000007629241,2025-04-05 11:03:44,2025-04-05 11:03:44,CRC 0.00,,CRC,CRC 1.00,
4198696000020987057,05 Apr 2025,EST-000231,invoiced,4198696000012915063,01 May 2025,"CRC 37,911.51",CRC 42.84K,CRC 0.00,4198696000007629241,2025-04-07 08:52:21,2025-04-05 11:54:42,CRC 0.00,,CRC,CRC 1.00,
4198696000020987108,05 Apr 2025,EST-000232,draft,4198696000020118378,01 May 2025,"CRC 23,539.82",CRC 26.60K,CRC 0.00,4198696000007629241,2025-04-05 12:33:31,2025-04-05 12:33:31,CRC 0.00,,CRC,CRC 1.00,
4198696000020987126,05 Apr 2025,EST-000233,draft,4198696000020118378,01 May 2025,"CRC 713,088.48",CRC 805.79K,CRC 0.00,4198696000007629241,2025-04-05 12:42:37,2025-04-05 12:36:37,CRC 0.00,,CRC,CRC 1.00,
4198696000021034124,07 Apr 2025,EST-000236,draft,4198696000000917003,,"CRC 116,814.16",CRC 132.00K,CRC 0.00,4198696000000396009,2025-04-07 14:20:12,2025-04-07 14:20:12,CRC 0.00,,CRC,CRC 1.00,
4198696000021053130,07 Apr 2025,EST-000235,invoiced,4198696000017064590,01 May 2025,"CRC 21,086.73",CRC 23.83K,CRC 0.00,4198696000007629241,2025-04-07 14:09:44,2025-04-07 14:04:53,CRC 0.00,,CRC,CRC 1.00,
4198696000021053262,07 Apr 2025,EST-000237,invoiced,4198696000015404531,01 May 2025,"CRC 62,038.94",CRC 70.10K,CRC 0.00,4198696000007629241,2025-04-08 08:51:52,2025-04-07 17:41:42,CRC 0.00,,CRC,CRC 1.00,
4198696000021053064,07 Apr 2025,EST-000234,invoiced,4198696000019843836,01 May 2025,"CRC 90,973.45",CRC 102.80K,CRC 0.00,4198696000007629241,2025-04-12 11:52:10,2025-04-07 11:20:01,CRC 0.00,,CRC,CRC 1.00,
4198696000021097014,08 Apr 2025,EST-000238,invoiced,4198696000008572096,,"CRC 144,637.16",CRC 163.44K,CRC 0.00,4198696000000396009,2025-04-10 08:54:13,2025-04-08 10:51:41,CRC 0.00,,CRC,CRC 1.00,
4198696000021220015,09 Apr 2025,EST-000239,invoiced,4198696000013326508,12 Apr 2025,"CRC 15,387.61",CRC 17.39K,CRC 0.00,4198696000007629241,2025-04-09 12:29:32,2025-04-09 12:28:59,CRC 0.00,,CRC,CRC 1.00,
4198696000021243011,09 Apr 2025,EST-000240,sent,4198696000006581063,09 Apr 2025,"CRC 115,132.74",CRC 130.10K,CRC 0.00,4198696000012935046,2025-04-09 12:54:10,2025-04-09 12:54:03,CRC 0.00,,CRC,CRC 1.00,
4198696000021211128,10 Apr 2025,EST-000241,draft,4198696000018727235,,"CRC 46,991.15",CRC 53.10K,CRC 0.00,4198696000020625763,2025-04-10 10:43:31,2025-04-10 10:43:31,CRC 0.00,,CRC,CRC 1.00,
4198696000021350079,14 Apr 2025,EST-000242,invoiced,4198696000008967211,,"CRC 19,702.65",CRC 22.26K,CRC 0.00,4198696000007629241,2025-04-15 08:46:42,2025-04-14 13:43:09,CRC 0.00,,CRC,CRC 1.00,
4198696000021497036,15 Apr 2025,EST-000243,invoiced,4198696000019218263,30 Apr 2025,"CRC 59,759.30",CRC 67.53K,CRC 0.00,4198696000007629241,2025-04-15 11:44:04,2025-04-15 10:49:10,CRC 0.00,,CRC,CRC 1.00,
4198696000021825043,22 Apr 2025,EST-000246,draft,4198696000000917003,,"CRC 124,955.75",CRC 141.20K,CRC 0.00,4198696000012157362,2025-04-22 11:06:30,2025-04-22 11:06:30,CRC 0.00,,CRC,CRC 1.00,
4198696000021788171,21 Apr 2025,EST-000245,invoiced,4198696000008967211,01 May 2025,"CRC 10,339.82",CRC 11.68K,CRC 0.00,4198696000007629241,2025-04-22 08:57:18,2025-04-21 16:42:24,CRC 0.00,,CRC,CRC 1.00,
4198696000021788079,21 Apr 2025,EST-000244,invoiced,4198696000003454696,26 Apr 2025,"CRC 62,038.94",CRC 70.10K,CRC 0.00,4198696000007629241,2025-04-21 11:14:49,2025-04-21 11:03:11,CRC 0.00,,CRC,CRC 1.00,
4198696000021827237,23 Apr 2025,EST-000247,sent,4198696000000917003,,"CRC 192,920.35",CRC 218.00K,CRC 0.00,4198696000020625763,2025-04-23 14:52:30,2025-04-23 14:36:29,CRC 0.00,,CRC,CRC 1.00,
4198696000022099110,24 Apr 2025,EST-000251,invoiced,4198696000022077876,10 May 2025,"CRC 123,982.29",CRC 140.10K,CRC 0.00,4198696000007629241,2025-04-25 15:44:22,2025-04-24 16:55:57,CRC 0.00,,CRC,CRC 1.00,
4198696000021842247,23 Apr 2025,EST-000248,invoiced,4198696000013451144,26 Apr 2025,"CRC 30,368.14",CRC 34.32K,CRC 0.00,4198696000007629241,2025-04-23 15:12:42,2025-04-23 15:06:43,CRC 0.00,,CRC,CRC 1.00,
4198696000022099011,23 Apr 2025,EST-000249,draft,4198696000019218263,10 May 2025,"CRC 34,846.02",CRC 39.38K,CRC 0.00,4198696000007629241,2025-04-24 12:26:26,2025-04-24 12:26:26,CRC 0.00,,CRC,CRC 1.00,
4198696000022099027,24 Apr 2025,EST-000250,invoiced,4198696000019074124,10 May 2025,"CRC 98,982.30",CRC 111.85K,CRC 0.00,4198696000007629241,2025-04-24 14:39:23,2025-04-24 12:28:44,CRC 0.00,,CRC,CRC 1.00,
4198696000022267023,28 Apr 2025,EST-000254,sent,4198696000000917003,,"CRC 694,336.28",CRC 784.60K,CRC 0.00,4198696000012935046,2025-04-30 11:25:42,2025-04-28 08:55:52,CRC 0.00,,CRC,CRC 1.00,
4198696000022099315,25 Apr 2025,EST-000252,invoiced,4198696000013757021,29 Apr 2025,"CRC 87,440.71",CRC 98.81K,CRC 0.00,4198696000007629241,2025-04-25 15:50:14,2025-04-25 15:30:56,CRC 0.00,,CRC,CRC 1.00,
4198696000022099396,25 Apr 2025,EST-000253,invoiced,4198696000018169541,10 May 2025,"CRC 39,292.04",CRC 44.40K,CRC 0.00,4198696000007629241,2025-04-25 17:52:35,2025-04-25 16:41:42,CRC 0.00,,CRC,CRC 1.00,
4198696000022297123,28 Apr 2025,EST-000255,invoiced,4198696000003454696,10 May 2025,"CRC 129,288.50",CRC 146.10K,CRC 0.00,4198696000007629241,2025-04-29 10:05:53,2025-04-28 16:16:48,CRC 0.00,,CRC,CRC 1.00,
4198696000022412060,30 Apr 2025,EST-000256,invoiced,4198696000013326508,10 May 2025,"CRC 130,298.05",CRC 147.24K,CRC 0.00,4198696000007629241,2025-04-30 13:17:27,2025-04-30 12:30:49,CRC 0.00,,CRC,CRC 1.00,
4198696000022565021,02 May 2025,EST-000257,draft,4198696000013326508,03 May 2025,"CRC 12,700.88",CRC 14.35K,CRC 0.00,4198696000007629241,2025-05-02 12:42:13,2025-05-02 12:42:13,CRC 0.00,,CRC,CRC 1.00,
4198696000022821156,07 May 2025,EST-000261,invoiced,4198696000004076683,,"CRC 13,185.84",CRC 14.90K,CRC 0.00,4198696000012935046,2025-05-07 17:56:52,2025-05-07 17:56:14,CRC 0.00,,CRC,CRC 1.00,
4198696000022720029,06 May 2025,EST-000258,invoiced,4198696000004545669,,"CRC 241,723.89",CRC 273.15K,CRC 0.00,4198696000000396009,2025-05-06 14:23:53,2025-05-06 11:56:25,CRC 0.00,,CRC,CRC 1.00,
4198696000022821011,07 May 2025,EST-000260,invoiced,4198696000004545669,,"CRC 315,893.79",CRC 356.96K,CRC 0.00,4198696000000396009,2025-05-07 15:56:38,2025-05-07 15:13:43,CRC 0.00,,CRC,CRC 1.00,
4198696000022720079,06 May 2025,EST-000259,invoiced,4198696000018531716,,"CRC 105,385.84",CRC 119.09K,CRC 0.00,4198696000000396009,2025-05-06 13:42:43,2025-05-06 13:05:57,CRC 0.00,,CRC,CRC 1.00,
4198696000022880142,08 May 2025,EST-000262,invoiced,4198696000013757021,17 May 2025,"CRC 112,679.64",CRC 127.33K,CRC 0.00,4198696000007629241,2025-05-08 14:24:50,2025-05-08 12:26:04,CRC 0.00,,CRC,CRC 1.00,
4198696000022880457,08 May 2025,EST-000263,invoiced,4198696000012915063,10 May 2025,"CRC 269,203.55",CRC 304.20K,CRC 0.00,4198696000007629241,2025-05-08 13:44:21,2025-05-08 13:31:15,CRC 0.00,,CRC,CRC 1.00,
4198696000022867274,10 May 2025,EST-000265,sent,4198696000020251792,10 May 2025,"CRC 62,654.87",CRC 70.80K,CRC 0.00,4198696000000396009,2025-05-10 09:26:50,2025-05-10 09:26:33,CRC 0.00,,CRC,CRC 1.00,
4198696000022880922,09 May 2025,EST-000264,invoiced,4198696000013757021,17 May 2025,"CRC 43,313.28",CRC 48.94K,CRC 0.00,4198696000007629241,2025-05-09 14:28:10,2025-05-09 14:18:47,CRC 0.00,,CRC,CRC 1.00,
4198696000022867312,10 May 2025,EST-000266,sent,4198696000001481001,,"CRC 80,764.60",CRC 91.26K,CRC 0.00,4198696000000396009,2025-05-10 11:23:47,2025-05-10 11:23:38,CRC 0.00,,CRC,CRC 1.00,
4198696000022887276,10 May 2025,EST-000267,sent,4198696000001743427,,"CRC 110,150.44",CRC 124.47K,CRC 0.00,4198696000000396009,2025-05-10 19:11:46,2025-05-10 19:10:10,CRC 0.00,,CRC,CRC 1.00,
4198696000022989049,12 May 2025,EST-000268,invoiced,4198696000004545669,,"CRC 49,175.22",CRC 55.57K,CRC 0.00,4198696000000396009,2025-05-12 14:05:22,2025-05-12 12:48:01,CRC 0.00,,CRC,CRC 1.00,
4198696000022975119,12 May 2025,EST-000269,invoiced,4198696000013451144,22 May 2025,"CRC 88,092.04",CRC 99.54K,CRC 0.00,4198696000007629241,2025-05-13 08:44:18,2025-05-12 17:49:06,CRC 0.00,,CRC,CRC 1.00,
4198696000023030053,13 May 2025,EST-000272,invoiced,4198696000006092694,,"CRC 282,300.88",CRC 319.00K,CRC 0.00,4198696000000396009,2025-05-13 16:28:12,2025-05-13 12:40:46,CRC 0.00,,CRC,CRC 1.00,
4198696000023030025,13 May 2025,EST-000271,draft,4198696000006092694,,"CRC 307,079.64",CRC 347.00K,CRC 0.00,4198696000000396009,2025-05-13 12:10:57,2025-05-13 12:10:57,CRC 0.00,,CRC,CRC 1.00,
4198696000023037009,13 May 2025,EST-000270,invoiced,4198696000013757021,22 May 2025,"CRC 80,601.78",CRC 91.08K,CRC 0.00,4198696000007629241,2025-05-13 11:34:20,2025-05-13 10:52:13,CRC 0.00,,CRC,CRC 1.00,
4198696000023106015,14 May 2025,EST-000273,invoiced,4198696000023113223,30 May 2025,"CRC 68,584.08",CRC 77.50K,CRC 0.00,4198696000007629241,2025-05-14 11:32:32,2025-05-14 10:47:49,CRC 0.00,,CRC,CRC 1.00,
4198696000023166027,15 May 2025,EST-000274,draft,4198696000020421118,,"CRC 62,212.40",CRC 70.30K,CRC 0.00,4198696000000396009,2025-05-15 12:06:41,2025-05-15 12:06:41,CRC 0.00,,CRC,CRC 1.00,
4198696000023166054,15 May 2025,EST-000275,draft,4198696000020421118,,"CRC 62,800.89",CRC 70.97K,CRC 0.00,4198696000000396009,2025-05-15 12:07:45,2025-05-15 12:07:45,CRC 0.00,,CRC,CRC 1.00,
4198696000023166107,15 May 2025,EST-000276,invoiced,4198696000011107499,24 May 2025,"CRC 120,973.46",CRC 136.70K,CRC 0.00,4198696000007629241,2025-05-16 09:02:52,2025-05-15 17:50:13,CRC 0.00,,CRC,CRC 1.00,
4198696000023348089,16 May 2025,EST-000277,draft,4198696000006603011,,"CRC 99,646.02",CRC 112.60K,CRC 0.00,4198696000017624508,2025-05-16 13:39:33,2025-05-16 13:39:33,CRC 0.00,,CRC,CRC 1.00,
4198696000023322266,19 May 2025,EST-000279,draft,4198696000000917003,,"CRC 66,637.17",CRC 75.30K,CRC 0.00,4198696000000202015,2025-05-19 11:22:10,2025-05-19 11:22:10,CRC 0.00,,CRC,CRC 1.00,
4198696000023328223,19 May 2025,EST-000278,invoiced,4198696000015404531,30 May 2025,"CRC 74,902.66",CRC 84.64K,CRC 0.00,4198696000007629241,2025-05-19 09:58:16,2025-05-19 09:57:20,CRC 0.00,,CRC,CRC 1.00,
4198696000023493021,22 May 2025,EST-000284,invoiced,4198696000004545669,,"CRC 73,355.75",CRC 82.89K,CRC 0.00,4198696000000396009,2025-05-22 10:59:13,2025-05-22 10:45:50,CRC 0.00,,CRC,CRC 1.00,
4198696000023521032,22 May 2025,EST-000283,invoiced,4198696000018012470,30 May 2025,"CRC 75,221.23",CRC 85.00K,CRC 0.00,4198696000007629241,2025-05-22 10:59:01,2025-05-22 10:39:06,CRC 0.00,,CRC,CRC 1.00,
4198696000023337620,21 May 2025,EST-000282,invoiced,4198696000004906866,30 May 2025,"CRC 34,276.12",CRC 38.73K,CRC 0.00,4198696000007629241,2025-05-21 13:03:39,2025-05-21 12:54:49,CRC 0.00,,CRC,CRC 1.00,
4198696000023337532,21 May 2025,EST-000280,invoiced,4198696000023428461,30 May 2025,"CRC 10,000.00",CRC 11.30K,CRC 0.00,4198696000007629241,2025-05-21 11:36:29,2025-05-21 11:29:59,CRC 0.00,,CRC,CRC 1.00,
4198696000023337571,21 May 2025,EST-000281,invoiced,4198696000018012470,30 May 2025,"CRC 86,283.19",CRC 97.50K,CRC 0.00,4198696000007629241,2025-05-21 12:36:12,2025-05-21 12:23:38,CRC 0.00,,CRC,CRC 1.00,
4198696000023597097,23 May 2025,EST-000285,invoiced,4198696000013757021,30 May 2025,"CRC 46,976.99",CRC 53.08K,CRC 0.00,4198696000007629241,2025-05-23 14:55:57,2025-05-23 14:34:01,CRC 0.00,,CRC,CRC 1.00,
4198696000023597211,23 May 2025,EST-000286,draft,4198696000022873272,,"CRC 704,486.76",CRC 794.90K,CRC 0.00,4198696000007629241,2025-05-23 17:49:28,2025-05-23 17:47:57,CRC 0.00,,CRC,CRC 1.00,
4198696000023648072,26 May 2025,EST-000287,draft,4198696000006115197,,"CRC 1,941,851.34","CRC 2,194.29K",CRC 0.00,4198696000020625763,2025-05-26 12:49:11,2025-05-26 12:49:11,CRC 0.00,,CRC,CRC 1.00,
4198696000023676069,26 May 2025,EST-000288,draft,4198696000023681014,,"CRC 15,575.22",CRC 17.60K,CRC 0.00,4198696000007498013,2025-05-26 14:11:02,2025-05-26 14:11:02,CRC 0.00,,CRC,CRC 1.00,
4198696000023673106,27 May 2025,EST-000289,invoiced,4198696000004545669,,"CRC 151,352.21",CRC 171.03K,CRC 0.00,4198696000000396009,2025-05-29 12:21:01,2025-05-27 09:12:41,CRC 0.00,,CRC,CRC 1.00,
4198696000023673151,27 May 2025,EST-000290,draft,4198696000023367003,,"CRC 1,645,008.78","CRC 1,858.86K",CRC 0.00,4198696000000396009,2025-05-27 09:56:34,2025-05-27 09:56:34,CRC 0.00,,CRC,CRC 1.00,
4198696000023844080,29 May 2025,EST-000291,invoiced,4198696000001481001,,"CRC 70,180.54",CRC 79.30K,CRC 0.00,4198696000000396009,2025-05-29 13:12:17,2025-05-29 12:46:23,CRC 0.00,,CRC,CRC 1.00,
4198696000023952131,02 Jun 2025,EST-000292,draft,4198696000015404531,20 Jun 2025,"CRC 205,663.70",CRC 232.40K,CRC 0.00,4198696000007629241,2025-06-02 16:03:13,2025-06-02 16:02:25,CRC 0.00,,CRC,CRC 1.00,
4198696000023952188,02 Jun 2025,EST-000294,sent,4198696000000917003,,"CRC 745,575.21",CRC 842.50K,CRC 0.00,4198696000012935046,2025-06-02 17:18:44,2025-06-02 17:18:35,CRC 0.00,,CRC,CRC 1.00,
4198696000023952455,02 Jun 2025,EST-000295,invoiced,4198696000011363368,20 Jun 2025,"CRC 62,323.90",CRC 70.43K,CRC 0.00,4198696000007629241,2025-06-03 10:08:44,2025-06-02 17:19:46,CRC 0.00,,CRC,CRC 1.00,
4198696000023956150,02 Jun 2025,EST-000293,draft,4198696000024001249,,"CRC 199,203.53",CRC 225.10K,CRC 0.00,4198696000000396009,2025-06-02 17:08:26,2025-06-02 17:08:26,CRC 0.00,,CRC,CRC 1.00,
4198696000023956195,02 Jun 2025,EST-000296,draft,4198696000024001249,,"CRC 172,123.89",CRC 194.50K,CRC 0.00,4198696000000396009,2025-06-02 17:21:22,2025-06-02 17:21:22,CRC 0.00,,CRC,CRC 1.00,
4198696000023952520,03 Jun 2025,EST-000298,invoiced,4198696000013757021,20 Jun 2025,"CRC 49,663.71",CRC 56.12K,CRC 0.00,4198696000007629241,2025-06-03 10:48:46,2025-06-03 09:40:57,CRC 0.00,,CRC,CRC 1.00,
4198696000023956257,02 Jun 2025,EST-000297,draft,4198696000024001249,,"CRC 230,973.45",CRC 261.00K,CRC 0.00,4198696000000396009,2025-06-03 09:10:25,2025-06-03 09:10:05,CRC 0.00,,CRC,CRC 1.00,
4198696000023952666,03 Jun 2025,EST-000299,sent,4198696000000917003,,"CRC 2,753,982.32","CRC 3,112.00K",CRC 0.00,4198696000012935046,2025-06-03 12:29:16,2025-06-03 12:29:11,CRC 0.00,,CRC,CRC 1.00,
4198696000023952778,03 Jun 2025,EST-000300,invoiced,4198696000023113223,13 Jun 2025,"CRC 20,265.48",CRC 22.90K,CRC 0.00,4198696000007629241,2025-06-03 13:03:02,2025-06-03 12:56:36,CRC 0.00,,CRC,CRC 1.00,
4198696000024178077,04 Jun 2025,EST-000302,invoiced,4198696000019218263,12 Jun 2025,"CRC 64,644.25",CRC 73.05K,CRC 0.00,4198696000007629241,2025-06-05 08:52:54,2025-06-04 17:17:57,CRC 0.00,,CRC,CRC 1.00,
4198696000024135023,04 Jun 2025,EST-000301,invoiced,4198696000020118378,20 Jun 2025,"CRC 223,628.30",CRC 252.70K,CRC 0.00,4198696000007629241,2025-06-04 10:54:13,2025-06-04 10:32:30,CRC 0.00,,CRC,CRC 1.00,
4198696000024220040,05 Jun 2025,EST-000303,draft,4198696000018645616,27 Jun 2025,"CRC 10,258.41",CRC 11.59K,CRC 0.00,4198696000000202015,2025-06-05 09:46:54,2025-06-05 09:46:54,CRC 0.00,,CRC,CRC 1.00,
4198696000024240016,05 Jun 2025,EST-000304,invoiced,4198696000004545669,,"CRC 189,210.62",CRC 213.81K,CRC 0.00,4198696000000396009,2025-06-05 12:20:28,2025-06-05 10:57:53,CRC 0.00,,CRC,CRC 1.00,
4198696000024224059,06 Jun 2025,EST-000305,invoiced,4198696000015404531,13 Jun 2025,"CRC 42,010.61",CRC 47.47K,CRC 0.00,4198696000007629241,2025-06-05 16:46:18,2025-06-05 13:22:46,CRC 0.00,,CRC,CRC 1.00,
4198696000024224121,05 Jun 2025,EST-000306,invoiced,4198696000013451144,20 Jun 2025,"CRC 36,637.17",CRC 41.40K,CRC 0.00,4198696000007629241,2025-06-05 16:12:05,2025-06-05 15:35:35,CRC 0.00,,CRC,CRC 1.00,
4198696000024224265,05 Jun 2025,EST-000308,invoiced,4198696000020118568,20 Jun 2025,"CRC 82,053.10",CRC 92.72K,CRC 0.00,4198696000007629241,2025-06-06 09:07:56,2025-06-05 17:41:49,CRC 0.00,,CRC,CRC 1.00,
4198696000024240209,05 Jun 2025,EST-000307,draft,4198696000024001249,,"CRC 379,380.53",CRC 428.70K,CRC 0.00,4198696000000396009,2025-06-05 17:33:35,2025-06-05 17:33:35,CRC 0.00,,CRC,CRC 1.00,
4198696000024240260,05 Jun 2025,EST-000309,draft,4198696000024001249,,"CRC 356,637.16",CRC 403.00K,CRC 0.00,4198696000000202015,2025-06-05 17:43:33,2025-06-05 17:43:33,CRC 0.00,,CRC,CRC 1.00,
4198696000024240305,05 Jun 2025,EST-000310,draft,4198696000024001249,,"CRC 394,070.81",CRC 445.30K,CRC 0.00,4198696000000396009,2025-06-05 17:49:46,2025-06-05 17:49:46,CRC 0.00,,CRC,CRC 1.00,
4198696000024294071,06 Jun 2025,EST-000311,invoiced,4198696000003454696,13 Jun 2025,"CRC 81,334.51",CRC 91.91K,CRC 0.00,4198696000007629241,2025-06-06 13:18:26,2025-06-06 13:11:37,CRC 0.00,,CRC,CRC 1.00,
4198696000024294173,06 Jun 2025,EST-000312,draft,4198696000019218263,20 Jun 2025,"CRC 45,023.01",CRC 50.88K,CRC 0.00,4198696000007629241,2025-06-06 13:53:25,2025-06-06 13:53:25,CRC 0.00,,CRC,CRC 1.00,
4198696000024294444,09 Jun 2025,EST-000313,invoiced,4198696000017064590,26 Jun 2025,"CRC 10,339.82",CRC 11.68K,CRC 0.00,4198696000007629241,2025-06-09 13:23:45,2025-06-09 13:21:35,CRC 0.00,,CRC,CRC 1.00,
4198696000024294483,09 Jun 2025,EST-000314,invoiced,4198696000013283859,18 Jun 2025,"CRC 79,867.26",CRC 90.25K,CRC 0.00,4198696000007629241,2025-06-09 14:00:28,2025-06-09 13:47:04,CRC 0.00,,CRC,CRC 1.00,
4198696000024294522,09 Jun 2025,EST-000315,draft,4198696000020935201,19 Jun 2025,"CRC 106,371.68",CRC 120.20K,CRC 0.00,4198696000007629241,2025-06-09 14:19:12,2025-06-09 14:19:12,CRC 0.00,,CRC,CRC 1.00,
4198696000024294555,09 Jun 2025,EST-000316,draft,4198696000017064590,18 Jun 2025,"CRC 15,957.52",CRC 18.03K,CRC 0.00,4198696000007629241,2025-06-09 14:41:31,2025-06-09 14:41:31,CRC 0.00,,CRC,CRC 1.00,
4198696000024294619,09 Jun 2025,EST-000317,invoiced,4198696000004906866,18 Jun 2025,"CRC 18,318.59",CRC 20.70K,CRC 0.00,4198696000007629241,2025-06-09 17:02:50,2025-06-09 16:54:01,CRC 0.00,,CRC,CRC 1.00,
4198696000024294640,09 Jun 2025,EST-000318,invoiced,4198696000013451144,18 Jun 2025,"CRC 31,182.30",CRC 35.24K,CRC 0.00,4198696000007629241,2025-06-10 10:31:39,2025-06-09 16:55:10,CRC 0.00,,CRC,CRC 1.00,
4198696000024365025,10 Jun 2025,EST-000319,invoiced,4198696000004545669,,"CRC 82,718.60",CRC 93.47K,CRC 0.00,4198696000000396009,2025-06-10 12:20:43,2025-06-10 10:18:00,CRC 0.00,,CRC,CRC 1.00,
4198696000024377154,10 Jun 2025,EST-000320,draft,4198696000003454696,28 Jun 2025,"CRC 145,653.10",CRC 164.59K,CRC 0.00,4198696000007629241,2025-06-10 14:17:17,2025-06-10 14:15:28,CRC 0.00,,CRC,CRC 1.00,
4198696000024377217,10 Jun 2025,EST-000321,draft,4198696000020605154,20 Jun 2025,"CRC 14,690.26",CRC 16.60K,CRC 0.00,4198696000007629241,2025-06-10 15:12:59,2025-06-10 15:05:42,CRC 0.00,,CRC,CRC 1.00,
4198696000024503001,11 Jun 2025,EST-000322,invoiced,4198696000014922046,20 Jun 2025,"CRC 21,168.14",CRC 23.92K,CRC 0.00,4198696000007629241,2025-06-11 09:22:01,2025-06-11 09:08:35,CRC 0.00,,CRC,CRC 1.00,
4198696000024565009,12 Jun 2025,EST-000323,invoiced,4198696000017064590,20 Jun 2025,"CRC 51,617.70",CRC 58.33K,CRC 0.00,4198696000007629241,2025-06-12 10:22:23,2025-06-12 09:59:47,CRC 0.00,,CRC,CRC 1.00,
4198696000024565047,12 Jun 2025,EST-000324,draft,4198696000015404531,27 Jun 2025,"CRC 66,371.68",CRC 75.00K,CRC 0.00,4198696000007629241,2025-06-12 10:17:51,2025-06-12 10:17:07,CRC 0.00,,CRC,CRC 1.00,
4198696000024560055,12 Jun 2025,EST-000329,draft,4198696000021073666,,"CRC 51,681.42",CRC 58.40K,CRC 0.00,4198696000000202015,2025-06-12 11:41:39,2025-06-12 11:41:39,CRC 0.00,,CRC,CRC 1.00,
4198696000024565125,12 Jun 2025,EST-000325,draft,4198696000017064590,26 Jun 2025,"CRC 27,192.92",CRC 30.73K,CRC 0.00,4198696000007629241,2025-06-12 10:37:38,2025-06-12 10:37:38,CRC 0.00,,CRC,CRC 1.00,
4198696000024565143,12 Jun 2025,EST-000326,draft,4198696000013451144,27 Jun 2025,"CRC 8,955.75",CRC 10.12K,CRC 0.00,4198696000007629241,2025-06-12 10:43:49,2025-06-12 10:43:49,CRC 0.00,,CRC,CRC 1.00,
4198696000024565177,12 Jun 2025,EST-000327,draft,4198696000004906866,27 Jun 2025,"CRC 23,284.96",CRC 26.31K,CRC 0.00,4198696000007629241,2025-06-12 12:12:39,2025-06-12 11:33:11,CRC 0.00,,CRC,CRC 1.00,
4198696000024565192,12 Jun 2025,EST-000328,invoiced,4198696000013757021,28 Jun 2025,"CRC 61,713.27",CRC 69.74K,CRC 0.00,4198696000007629241,2025-06-12 12:14:08,2025-06-12 11:34:42,CRC 0.00,,CRC,CRC 1.00,
4198696000024565221,12 Jun 2025,EST-000330,draft,4198696000013757021,28 Jun 2025,"CRC 553,058.42",CRC 624.96K,CRC 0.00,4198696000007629241,2025-06-12 11:45:34,2025-06-12 11:45:34,CRC 0.00,,CRC,CRC 1.00,
4198696000024565348,12 Jun 2025,EST-000331,invoiced,4198696000017064590,28 Jun 2025,"CRC 15,876.10",CRC 17.94K,CRC 0.00,4198696000007629241,2025-06-12 12:53:10,2025-06-12 12:51:27,CRC 0.00,,CRC,CRC 1.00,
4198696000024565422,12 Jun 2025,EST-000332,invoiced,4198696000023113223,28 Jun 2025,"CRC 33,097.35",CRC 37.40K,CRC 0.00,4198696000007629241,2025-06-13 09:54:51,2025-06-12 17:20:28,CRC 0.00,,CRC,CRC 1.00,
4198696000024629063,13 Jun 2025,EST-000333,invoiced,4198696000024686112,,"CRC 46,995.57",CRC 53.10K,CRC 0.00,4198696000000396009,2025-06-17 11:26:59,2025-06-13 12:51:58,CRC 0.00,,CRC,CRC 1.00,
4198696000024710007,14 Jun 2025,EST-000334,draft,4198696000013326508,27 Jun 2025,"CRC 51,327.43",CRC 58.00K,CRC 0.00,4198696000007629241,2025-06-14 09:30:10,2025-06-14 09:27:31,CRC 0.00,,CRC,CRC 1.00,
4198696000024763001,16 Jun 2025,EST-000335,invoiced,4198696000013451144,27 Jun 2025,"CRC 92,976.99",CRC 105.06K,CRC 0.00,4198696000007629241,2025-06-16 11:22:00,2025-06-16 09:31:10,CRC 0.00,,CRC,CRC 1.00,
4198696000024771213,17 Jun 2025,EST-000336,invoiced,4198696000024686112,,"CRC 60,110.61",CRC 67.92K,CRC 0.00,4198696000000396009,2025-06-18 08:55:13,2025-06-17 13:53:03,CRC 0.00,,CRC,CRC 1.00,
4198696000024763249,17 Jun 2025,EST-000337,invoiced,4198696000004906866,30 Jun 2025,"CRC 14,410.62",CRC 16.28K,CRC 0.00,4198696000007629241,2025-06-18 10:07:30,2025-06-17 16:37:57,CRC 0.00,,CRC,CRC 1.00,
4198696000024763265,17 Jun 2025,EST-000338,invoiced,4198696000013451144,30 Jun 2025,"CRC 28,658.41",CRC 32.38K,CRC 0.00,4198696000007629241,2025-06-18 10:22:20,2025-06-17 17:01:47,CRC 0.00,,CRC,CRC 1.00,
4198696000024894247,19 Jun 2025,EST-000342,invoiced,4198696000013451144,30 Jun 2025,"CRC 110,888.49",CRC 125.30K,CRC 0.00,4198696000007629241,2025-06-19 11:09:35,2025-06-19 09:49:06,CRC 0.00,,CRC,CRC 1.00,
