Expense Item ID,Expense ID,Expense Description,Project ID,Expense Category,Account ID,Total (BCY),Sub Total (BCY),Last Modified Time,Created Time,Vehicles
4198696000013977215,4198696000013977211,ESTACION DE SERVICIO INTERAMERICANA,,Fuel Expenses,4198696000000297777,"CRC 15,000.00","CRC 15,000.00",2024-12-12 20:42:05,2024-12-12 20:35:54,Panel - SIN1596
4198696000013977241,4198696000013977237,CHIPRED,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2024-12-12 20:40:39,2024-12-12 20:35:54,Panel - SIN1596
4198696000013977267,4198696000013977263,COOPEHEREDIA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2024-12-12 20:40:52,2024-12-12 20:35:54,Panel - SIN1596
4198696000013977293,4198696000013977289,DELTA,,Fuel Expenses,4198696000000297777,"CRC 8,002.00","CRC 8,002.00",2024-12-12 20:43:26,2024-12-12 20:35:54,Motorbike - Honda 2
4198696000013977319,4198696000013977315,DELTA,,Fuel Expenses,4198696000000297777,"CRC 9,008.00","CRC 9,008.00",2024-12-12 20:43:37,2024-12-12 20:35:55,Motorbike - Honda 2
4198696000013977345,4198696000013977341,LA FAVORITA,,Fuel Expenses,4198696000000297777,"CRC 4,003.00","CRC 4,003.00",2024-12-12 20:46:04,2024-12-12 20:35:55,Motorbike - Honda 2
4198696000013977371,4198696000013977367,DELTA,,Fuel Expenses,4198696000000297777,"CRC 5,000.00","CRC 5,000.00",2024-12-12 20:41:51,2024-12-12 20:35:55,Motorbike - Honda 2
4198696000013977397,4198696000013977393,DELTA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2024-12-12 20:40:25,2024-12-12 20:35:55,Motorbike - Honda
4198696000013977423,4198696000013977419,ESTACION DE SERVICIO INTERAMERICANA,,Fuel Expenses,4198696000000297777,"CRC 9,499.00","CRC 9,499.00",2024-12-12 20:44:33,2024-12-12 20:35:55,Motorbike - Honda
4198696000013977449,4198696000013977445,LA FAVORITA,,Fuel Expenses,4198696000000297777,"CRC 10,002.00","CRC 10,002.00",2024-12-12 20:42:30,2024-12-12 20:35:55,Motorbike - Honda
4198696000013977475,4198696000013977471,DELTA,,Fuel Expenses,4198696000000297777,"CRC 7,002.00","CRC 7,002.00",2024-12-12 20:41:04,2024-12-12 20:35:55,Motorbike - Honda
4198696000013977501,4198696000013977497,DELTA,,Fuel Expenses,4198696000000297777,"CRC 9,000.00","CRC 9,000.00",2024-12-12 20:42:51,2024-12-12 20:35:56,Motorbike - Honda
4198696000013977527,4198696000013977523,DELTA,,Fuel Expenses,4198696000000297777,"CRC 9,001.00","CRC 9,001.00",2024-12-12 20:44:00,2024-12-12 20:35:56,Motorbike - Honda
4198696000013977553,4198696000013977549,DELTA,,Fuel Expenses,4198696000000297777,"CRC 10,004.00","CRC 10,004.00",2024-12-12 20:44:13,2024-12-12 20:35:56,Motorbike - Honda
4198696000013977579,4198696000013977575,UNO,,Fuel Expenses,4198696000000297777,"CRC 10,004.00","CRC 10,004.00",2024-12-12 20:43:15,2024-12-12 20:35:56,Motorbike - Honda
4198696000013977605,4198696000013977601,UNO,,Fuel Expenses,4198696000000297777,"CRC 6,012.00","CRC 6,012.00",2024-12-12 20:40:13,2024-12-12 20:35:56,Motorbike - Honda 2
4198696000013977631,4198696000013977627,ESTACION DE SERVICIO INTERAMERICANA,,Fuel Expenses,4198696000000297777,"CRC 6,001.00","CRC 6,001.00",2024-12-12 20:40:02,2024-12-12 20:35:56,Motorbike - Honda 2
4198696000013977657,4198696000013977653,DELTA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2024-12-12 20:43:48,2024-12-12 20:35:57,Motorbike - Honda 2
4198696000013977683,4198696000013977679,ESTACION AUTOPISTA SANTA ANA,,Fuel Expenses,4198696000000297777,"CRC 5,000.00","CRC 5,000.00",2024-12-12 20:42:18,2024-12-12 20:35:57,Motorbike - Yamaha
4198696000013977709,4198696000013977705,SERVICENTRO SHEYZA,,Fuel Expenses,4198696000000297777,"CRC 5,000.00","CRC 5,000.00",2024-12-12 20:43:02,2024-12-12 20:35:57,Motorbike - Yamaha
4198696000013977735,4198696000013977731,DELTA,,Fuel Expenses,4198696000000297777,"CRC 4,000.00","CRC 4,000.00",2024-12-12 20:39:46,2024-12-12 20:35:57,Motorbike - Yamaha
4198696000013977761,4198696000013977757,ESTACION EL RANCHITO,,Fuel Expenses,4198696000000297777,"CRC 4,000.00","CRC 4,000.00",2024-12-12 20:39:29,2024-12-12 20:35:57,Motorbike - Yamaha
4198696000013977787,4198696000013977783,MOTO REPUESTO BUNNY,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 2,800.00","CRC 2,800.00",2024-12-12 20:46:58,2024-12-12 20:35:57,Motorbike - Yamaha
4198696000013977813,4198696000013977809,MOTOPOWER,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 29,823.10","CRC 29,823.10",2024-12-12 20:47:21,2024-12-12 20:35:58,Motorbike - Honda
4198696000013977839,4198696000013977835,MOTOPOWER,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 32,345.13","CRC 32,345.13",2024-12-12 20:47:34,2024-12-12 20:35:58,Motorbike - Yamaha
4198696000013977865,4198696000013977861,ESTACION DE SERVICIO LAS AGUILAS,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 7,606.00","CRC 7,606.00",2024-12-12 20:47:59,2024-12-12 20:35:58,Motorbike - Yamaha
4198696000013977891,4198696000013977887,ESTACION DE SERVICIO LA PACIFICA,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 6,000.00","CRC 6,000.00",2024-12-12 20:47:47,2024-12-12 20:35:58,Motorbike - Yamaha
4198696000013977917,4198696000013977913,UNO,,Fuel Expenses,4198696000000297777,"CRC 2,000.00","CRC 2,000.00",2024-12-12 20:38:58,2024-12-12 20:35:58,Motorbike - Honda 2
4198696000013977943,4198696000013977939,MOTO REPUESTO BUNNY,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 3,700.00","CRC 3,700.00",2024-12-12 20:48:15,2024-12-12 20:35:58,Motorbike - Yamaha
4198696000013978621,4198696000013978617,ESTACION DE SERVICIO INTERAMERICANA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2024-12-12 21:36:43,2024-12-12 21:23:22,Panel - SIN1596
4198696000014041474,4198696000014041470,MUSOC,,Transport Charges,4198696000000297753,"CRC 1,061.95","CRC 1,061.95",2024-12-13 11:56:35,2024-12-13 11:56:35,
4198696000014041500,4198696000014041496,TRANSPORT INVOICE (6436),,Transport Charges,4198696000000297753,"CRC 3,097.35","CRC 3,097.35",2024-12-13 12:02:01,2024-12-13 12:02:01,
4198696000014188095,4198696000014188079,,,Motor vehicle licences,4198696000000297315,"CRC 18,895.00","CRC 18,895.00",2024-12-17 08:12:39,2024-12-17 08:12:39,Panel - SIN1596
4198696000014188097,4198696000014188079,,,Motor vehicle licences,4198696000000297315,"CRC 167,480.00","CRC 167,480.00",2024-12-17 08:12:39,2024-12-17 08:12:39,Panel - SIN1596
4198696000014188127,4198696000014188111,,,Motor vehicle licences,4198696000000297315,"CRC 25,812.00","CRC 25,812.00",2024-12-17 08:13:53,2024-12-17 08:13:53,Yaris - BRC628
4198696000014188129,4198696000014188111,,,Motor vehicle licences,4198696000000297315,"CRC 147,944.00","CRC 147,944.00",2024-12-17 08:13:53,2024-12-17 08:13:53,Yaris - BRC628
4198696000014188159,4198696000014188143,,,Motor vehicle licences,4198696000000297315,"CRC 18,895.00","CRC 18,895.00",2024-12-17 08:14:55,2024-12-17 08:14:55,Truck - SIN8380
4198696000014188161,4198696000014188143,,,Motor vehicle licences,4198696000000297315,"CRC 514,680.00","CRC 514,680.00",2024-12-17 08:14:55,2024-12-17 08:14:55,Truck - SIN8380
4198696000014188191,4198696000014188175,,,Motor vehicle licences,4198696000000297315,"CRC 94,509.00","CRC 94,509.00",2024-12-17 08:15:53,2024-12-17 08:15:53,Motorbike - Honda
4198696000014188193,4198696000014188175,,,Motor vehicle licences,4198696000000297315,"CRC 12,938.00","CRC 12,938.00",2024-12-17 08:15:53,2024-12-17 08:15:53,Motorbike - Honda
4198696000014188223,4198696000014188207,,,Motor vehicle licences,4198696000000297315,"CRC 94,509.00","CRC 94,509.00",2024-12-17 08:16:29,2024-12-17 08:16:29,Motorbike - Yamaha
4198696000014188225,4198696000014188207,,,Motor vehicle licences,4198696000000297315,"CRC 12,938.00","CRC 12,938.00",2024-12-17 08:16:29,2024-12-17 08:16:29,Motorbike - Yamaha
4198696000014779751,4198696000014779739,"Dec 5,6,8,,11,13,14,15,17,18,19,21,22,28 Bank Deposit Dates",,Bank Charges - BNCR Credit Card Fees,4198696000012622281,"CRC 141,505.26","CRC 141,505.26",2024-12-29 21:12:08,2024-12-29 21:12:08,
4198696000014779858,4198696000014779846,Fee for Credit Card Machine,,Bank Charges - BNCR Credit Card Fees,4198696000012622281,"CRC 14,000.00","CRC 14,000.00",2024-12-29 21:25:52,2024-12-29 21:25:52,
4198696000014779868,4198696000014779864,,,Marketing Expenses,4198696000000297047,"CRC 518,900.05","CRC 518,900.05",2024-12-29 21:59:54,2024-12-29 21:28:20,
4198696000014779894,4198696000014779890,"00100001010000000141
Arte Textil Warehouse Uniforms",,Corporate and Protective Clothi,4198696000000297867,"CRC 78,772.00","CRC 78,772.00",2024-12-29 21:32:54,2024-12-29 21:32:54,
4198696000014802074,4198696000014802070,,,Marketing Expenses,4198696000000297047,"CRC 474,632.74","CRC 474,632.74",2024-12-29 22:00:03,2024-12-29 21:39:47,
4198696000014802354,4198696000014802342,,,Round-off Account,4198696000000297693,"CRC 1,385.61","CRC 1,385.61",2024-12-29 22:01:54,2024-12-29 22:01:54,
4198696000014802936,4198696000014802932,,,Marketing Expenses,4198696000000297047,"CRC 1,000,000.00","CRC 1,000,000.00",2024-12-29 22:30:15,2024-12-29 22:30:15,
4198696000014803064,4198696000014803052,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 3,520.22","CRC 3,520.22",2024-12-29 22:40:52,2024-12-29 22:40:52,
4198696000014803122,4198696000014803110,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 17,019.42","CRC 17,019.42",2024-12-29 22:42:28,2024-12-29 22:42:28,
4198696000014803174,4198696000014803162,,,Bank fees and charges,4198696000000000409,"CRC 1,148.25","CRC 1,148.25",2024-12-29 22:44:54,2024-12-29 22:44:54,
4198696000014803194,4198696000014803182,,,Bank fees and charges,4198696000000000409,"CRC 3,834.75","CRC 3,834.75",2024-12-29 22:46:35,2024-12-29 22:46:35,
4198696000014803213,4198696000014803209,,,Marketing Expenses,4198696000000297047,"CRC 576,929.00","CRC 576,929.00",2024-12-29 22:47:54,2024-12-29 22:47:54,
4198696000014803317,4198696000014803305,,,Round-off Account,4198696000000297693,CRC 0.30,CRC 0.30,2024-12-29 22:53:10,2024-12-29 22:53:10,
4198696000015119005,4198696000015119001,,,Marketing Expenses,4198696000000297047,"CRC 469,663.48","CRC 469,663.48",2025-01-07 08:06:23,2025-01-07 08:06:23,
4198696000015317729,4198696000015317717,,,Bank fees and charges,4198696000000000409,"CRC 1,527.46","CRC 1,527.46",2025-01-09 14:29:49,2025-01-09 14:29:49,
4198696000015319033,4198696000015319029,,,Marketing Expenses,4198696000000297047,"CRC 500,000.00","CRC 500,000.00",2025-01-09 14:42:19,2025-01-09 14:42:19,
4198696000015319103,4198696000015319091,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 2,445.30","CRC 2,445.30",2025-01-09 14:45:09,2025-01-09 14:45:09,
4198696000015319161,4198696000015319149,,,Bank fees and charges,4198696000000000409,"CRC 1,637.25","CRC 1,637.25",2025-01-09 14:50:39,2025-01-09 14:50:39,
4198696000015319189,4198696000015319177,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 5,849.50","CRC 5,849.50",2025-01-09 14:51:56,2025-01-09 14:51:56,
4198696000015319303,4198696000015319299,,,Marketing Expenses,4198696000000297047,"CRC 500,000.00","CRC 500,000.00",2025-01-09 14:55:33,2025-01-09 14:55:33,
4198696000015319454,4198696000015319450,,,Marketing Expenses,4198696000000297047,"CRC 500,000.00","CRC 500,000.00",2025-01-09 15:10:15,2025-01-09 15:10:15,
4198696000015319780,4198696000015319768,,,Bank Charges - BNCR Credit Card Fees,4198696000012622281,"CRC 105,247.34","CRC 105,247.34",2025-01-09 16:25:24,2025-01-09 16:25:24,
4198696000015319838,4198696000015319826,,,Round-off Account,4198696000000297693,CRC 910.91,CRC 910.91,2025-01-09 16:28:53,2025-01-09 16:28:53,
4198696000015319977,4198696000015319965,,,Insurance,4198696000000297189,"CRC 486,215.54","CRC 486,215.54",2025-01-09 17:41:43,2025-01-09 17:41:43,
4198696000015327001,4198696000015319989,,,Bank fees and charges,4198696000000000409,CRC 142.56,CRC 142.56,2025-01-09 17:45:35,2025-01-09 17:45:35,
4198696000015327127,4198696000015327115,,,Bank fees and charges,4198696000000000409,CRC 809.31,CRC 809.31,2025-01-09 20:22:32,2025-01-09 20:22:32,
4198696000015327174,4198696000015327162,,,Bank Charges - BNCR Credit Card Fees,4198696000012622281,"CRC 20,011.71","CRC 20,011.71",2025-01-09 20:29:35,2025-01-09 20:28:08,
4198696000015327505,4198696000015327493,,,Cashier Shorts,4198696000000298151,"CRC 19,778.48","CRC 19,778.48",2025-01-09 20:53:18,2025-01-09 20:53:18,
4198696000015623913,4198696000015623907,EASY PROTECTION,,Cleaning Expenses,4198696000015623903,"CRC 30,600.00","CRC 30,600.00",2025-01-13 14:48:42,2025-01-13 14:48:42,
4198696000015623939,4198696000015623935,PRICESMART,,Miscellaneous Expenses,4198696000000297699,"CRC 92,457.00","CRC 92,457.00",2025-01-13 14:48:42,2025-01-13 14:48:42,
4198696000015623965,4198696000015623961,PRICESMART,,Miscellaneous Expenses,4198696000000297699,"CRC 53,524.00","CRC 53,524.00",2025-01-13 14:48:42,2025-01-13 14:48:42,
4198696000015623991,4198696000015623987,CARNES CASTILLO,,Miscellaneous Expenses,4198696000000297699,"CRC 44,294.20","CRC 44,294.20",2025-01-13 14:48:43,2025-01-13 14:48:43,
4198696000015624023,4198696000015624019,CARNES CASTILLO,,Miscellaneous Expenses,4198696000000297699,"CRC 17,349.85","CRC 17,349.85",2025-01-13 14:48:43,2025-01-13 14:48:43,
4198696000015624049,4198696000015624045,PRICESMART,,Miscellaneous Expenses,4198696000000297699,"CRC 106,777.00","CRC 106,777.00",2025-01-13 14:48:43,2025-01-13 14:48:43,
4198696000015624075,4198696000015624071,PRICESMART,,Miscellaneous Expenses,4198696000000297699,"CRC 41,303.00","CRC 41,303.00",2025-01-13 14:48:43,2025-01-13 14:48:43,
4198696000015624101,4198696000015624097,MASXMENOS,,Miscellaneous Expenses,4198696000000297699,"CRC 9,107.00","CRC 9,107.00",2025-01-13 14:48:44,2025-01-13 14:48:44,
4198696000015624127,4198696000015624123,MASXMENOS,,Miscellaneous Expenses,4198696000000297699,"CRC 4,761.50","CRC 4,761.50",2025-01-13 14:48:44,2025-01-13 14:48:44,
4198696000015624153,4198696000015624149,MAXIPALI,,Miscellaneous Expenses,4198696000000297699,"CRC 3,265.50","CRC 3,265.50",2025-01-13 14:48:44,2025-01-13 14:48:44,
4198696000015624179,4198696000015624175,MASXMENOS,,Miscellaneous Expenses,4198696000000297699,CRC 611.00,CRC 611.00,2025-01-13 14:48:45,2025-01-13 14:48:45,
4198696000015624205,4198696000015624201,MASXMENOS,,Miscellaneous Expenses,4198696000000297699,"CRC 13,275.00","CRC 13,275.00",2025-01-13 14:48:45,2025-01-13 14:48:45,
4198696000015624231,4198696000015624227,PARQUEO TERMINAL 7-10,,Toll Expenses,4198696000000297741,CRC 354.00,CRC 354.00,2025-01-13 14:48:45,2025-01-13 14:48:45,
4198696000015624257,4198696000015624253,DELTA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2025-01-13 14:48:45,2025-01-13 14:48:45,Panel - SIN1596
4198696000015624283,4198696000015624279,SERVICENTRO SAN JOAQUIN,,Fuel Expenses,4198696000000297777,"CRC 15,000.00","CRC 15,000.00",2025-01-13 14:48:46,2025-01-13 14:48:46,Panel - SIN1596
4198696000015624309,4198696000015624305,ESTACION DE SERVICIO TROVA,,Fuel Expenses,4198696000000297777,"CRC 5,000.00","CRC 5,000.00",2025-01-13 14:48:46,2025-01-13 14:48:46,Panel - SIN1596
4198696000015624335,4198696000015624331,LA FAVORITA,,Fuel Expenses,4198696000000297777,"CRC 9,002.00","CRC 9,002.00",2025-01-13 14:48:46,2025-01-13 14:48:46,Motorbike - Honda 2
4198696000015624361,4198696000015624357,ESTACION AUTOPISTA SANTA ANA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2025-01-13 14:48:47,2025-01-13 14:48:47,Motorbike - Honda
4198696000015624387,4198696000015624383,UNO,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2025-01-13 14:48:47,2025-01-13 14:48:47,Motorbike - Honda
4198696000015624413,4198696000015624409,DELTA,,Fuel Expenses,4198696000000297777,"CRC 9,001.00","CRC 9,001.00",2025-01-13 14:48:47,2025-01-13 14:48:47,Motorbike - Honda
4198696000015624439,4198696000015624435,UNO,,Fuel Expenses,4198696000000297777,"CRC 10,004.00","CRC 10,004.00",2025-01-13 14:48:48,2025-01-13 14:48:48,Motorbike - Honda
4198696000015624465,4198696000015624461,LA FAVORITA,,Fuel Expenses,4198696000000297777,"CRC 5,000.00","CRC 5,000.00",2025-01-13 14:48:48,2025-01-13 14:48:48,Motorbike - Honda
4198696000015624491,4198696000015624487,DELTA,,Fuel Expenses,4198696000000297777,"CRC 9,002.00","CRC 9,002.00",2025-01-13 14:48:48,2025-01-13 14:48:48,Motorbike - Honda
4198696000015624517,4198696000015624513,MULTISERVICIOS LA PISTA ZAPOTE,,Fuel Expenses,4198696000000297777,"CRC 10,003.00","CRC 10,003.00",2025-01-13 14:48:49,2025-01-13 14:48:49,Motorbike - Honda
4198696000015624543,4198696000015624539,MULTISERVICIOS LA PISTA ZAPOTE,,Fuel Expenses,4198696000000297777,"CRC 8,101.00","CRC 8,101.00",2025-01-13 14:48:49,2025-01-13 14:48:49,Motorbike - Honda 2
4198696000015624569,4198696000015624565,DELTA,,Fuel Expenses,4198696000000297777,"CRC 5,505.00","CRC 5,505.00",2025-01-13 14:48:49,2025-01-13 14:48:49,Motorbike - Honda 2
4198696000015624595,4198696000015624591,DELTA,,Fuel Expenses,4198696000000297777,"CRC 5,500.00","CRC 5,500.00",2025-01-13 14:48:50,2025-01-13 14:48:50,Motorbike - Honda 2
4198696000015624621,4198696000015624617,UNO,,Fuel Expenses,4198696000000297777,"CRC 8,012.00","CRC 8,012.00",2025-01-13 14:48:50,2025-01-13 14:48:50,Motorbike - Honda 2
4198696000015624647,4198696000015624643,DELTA,,Fuel Expenses,4198696000000297777,"CRC 8,504.00","CRC 8,504.00",2025-01-13 14:48:50,2025-01-13 14:48:50,Motorbike - Honda 2
4198696000015624673,4198696000015624669,ESTACION DE SERVICIO LA PACIFICA,,Fuel Expenses,4198696000000297777,"CRC 9,001.00","CRC 9,001.00",2025-01-13 14:48:50,2025-01-13 14:48:50,Motorbike - Honda 2
4198696000015624699,4198696000015624695,UNO,,Fuel Expenses,4198696000000297777,"CRC 8,010.00","CRC 8,010.00",2025-01-13 14:48:51,2025-01-13 14:48:51,Motorbike - Honda 2
4198696000015624725,4198696000015624721,ZAVILLANA DE ALAJUELA,,Fuel Expenses,4198696000000297777,"CRC 9,998.00","CRC 9,998.00",2025-01-13 14:48:51,2025-01-13 14:48:51,Motorbike - Honda 2
4198696000015624751,4198696000015624747,DELTA,,Fuel Expenses,4198696000000297777,"CRC 5,000.00","CRC 5,000.00",2025-01-13 14:48:51,2025-01-13 14:48:51,Motorbike - Yamaha
4198696000015624777,4198696000015624773,SERVI INDOOR,,Fuel Expenses,4198696000000297777,"CRC 5,000.00","CRC 5,000.00",2025-01-13 14:48:52,2025-01-13 14:48:52,Motorbike - Yamaha
4198696000015624803,4198696000015624799,EL LAGAR,,Miscellaneous Expenses,4198696000000297699,"CRC 33,407.50","CRC 33,407.50",2025-01-13 14:48:52,2025-01-13 14:48:52,
4198696000015624829,4198696000015624825,EL LAGAR,,Miscellaneous Expenses,4198696000000297699,"CRC 9,676.99","CRC 9,676.99",2025-01-13 14:48:52,2025-01-13 14:48:52,
4198696000015624855,4198696000015624851,DELTA,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 5,000.00","CRC 5,000.00",2025-01-13 14:48:53,2025-01-13 14:48:53,Motorbike - Yamaha
4198696000015624881,4198696000015624877,LA FAVORITA,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 5,000.00","CRC 5,000.00",2025-01-13 14:48:53,2025-01-13 14:48:53,Motorbike - Yamaha
4198696000015624907,4198696000015624903,OFFICE DEPOT,,Office Consumables,4198696000000297345,"CRC 2,564.50","CRC 2,564.50",2025-01-13 14:48:53,2025-01-13 14:48:53,
4198696000015624933,4198696000015624929,OFFICE DEPOT,,Office Consumables,4198696000000297345,"CRC 27,204.00","CRC 27,204.00",2025-01-13 14:48:54,2025-01-13 14:48:54,
4198696000015624959,4198696000015624955,OFFICE DEPOT,,Office Consumables,4198696000000297345,"CRC 4,805.31","CRC 4,805.31",2025-01-13 14:48:54,2025-01-13 14:48:54,
4198696000015624985,4198696000015624981,OFFICE DEPOT,,Office Consumables,4198696000000297345,"CRC 2,203.54","CRC 2,203.54",2025-01-13 14:48:54,2025-01-13 14:48:54,
4198696000015625011,4198696000015625007,COMAPAN,,Telephone Charges,4198696000000297375,"CRC 4,000.00","CRC 4,000.00",2025-01-13 14:48:54,2025-01-13 14:48:54,
4198696000015625037,4198696000015625033,COMAPAN,,Telephone Charges,4198696000000297375,CRC 500.00,CRC 500.00,2025-01-13 14:48:55,2025-01-13 14:48:55,
4198696000015625063,4198696000015625059,COMAPAN,,Telephone Charges,4198696000000297375,"CRC 3,000.00","CRC 3,000.00",2025-01-13 14:48:55,2025-01-13 14:48:55,
4198696000015625089,4198696000015625085,COMAPAN,,Telephone Charges,4198696000000297375,CRC 500.00,CRC 500.00,2025-01-13 14:48:55,2025-01-13 14:48:55,
4198696000015625115,4198696000015625111,COMAPAN,,Telephone Charges,4198696000000297375,"CRC 4,000.00","CRC 4,000.00",2025-01-13 14:48:56,2025-01-13 14:48:56,
4198696000015625141,4198696000015625137,COMAPAN,,Telephone Charges,4198696000000297375,"CRC 4,000.00","CRC 4,000.00",2025-01-13 14:48:56,2025-01-13 14:48:56,
4198696000015625167,4198696000015625163,OFFICE DEPOT,,Office Consumables,4198696000000297345,"CRC 41,584.70","CRC 41,584.70",2025-01-13 14:48:56,2025-01-13 14:48:56,
4198696000015625199,4198696000015625193,JIMENEZ Y TANZI,,Marketing Expenses,4198696000000297047,"CRC 5,442.60","CRC 5,442.60",2025-02-06 12:16:39,2025-01-13 14:48:57,
4198696000015625225,4198696000015625221,MOTO REPUESTOS MOZZA,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 2,390.00","CRC 2,390.00",2025-01-13 14:48:57,2025-01-13 14:48:57,Motorbike - Honda 2
4198696000015625251,4198696000015625247,MASXMENOS,,Telephone Charges,4198696000000297375,"CRC 9,203.53","CRC 9,203.53",2025-01-13 14:48:57,2025-01-13 14:48:57,
4198696000015625277,4198696000015625273,MASXMENOS,,Telephone Charges,4198696000000297375,"CRC 1,961.00","CRC 1,961.00",2025-01-13 14:48:58,2025-01-13 14:48:58,
4198696000015625303,4198696000015625299,MASXMENOS,,Miscellaneous Expenses,4198696000000297699,"CRC 12,744.00","CRC 12,744.00",2025-01-13 14:48:58,2025-01-13 14:48:58,
4198696000015625329,4198696000015625325,MASXMENOS,,Miscellaneous Expenses,4198696000000297699,"CRC 1,396.30","CRC 1,396.30",2025-01-13 14:48:58,2025-01-13 14:48:58,
4198696000015625355,4198696000015625351,MULTISERVICIOS ZEPEDA Y ARLEY SRL,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 1,770.00","CRC 1,770.00",2025-01-13 14:48:59,2025-01-13 14:48:59,Motorbike - Yamaha
4198696000015625381,4198696000015625377,3-101-560314,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 5,974.00","CRC 5,974.00",2025-01-13 14:48:59,2025-01-13 14:48:59,Motorbike - Yamaha
4198696000015625407,4198696000015625403,MULTISERVICIOS ZEPEDA Y ARLEY SRL,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 5,309.80","CRC 5,309.80",2025-01-13 14:48:59,2025-01-13 14:48:59,Motorbike - Yamaha
4198696000015625433,4198696000015625429,TRANPORTES GARABITO,,Transport Charges,4198696000000297753,"CRC 2,655.00","CRC 2,655.00",2025-01-13 14:49:00,2025-01-13 14:49:00,
4198696000015625459,4198696000015625455,3-102-767139 SRL,,Transport Charges,4198696000000297753,"CRC 3,500.00","CRC 3,500.00",2025-01-13 14:49:00,2025-01-13 14:49:00,
4198696000015625485,4198696000015625481,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-01-13 14:49:00,2025-01-13 14:49:00,
4198696000015625511,4198696000015625507,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,770.00","CRC 1,770.00",2025-01-13 14:49:00,2025-01-13 14:49:00,
4198696000015625537,4198696000015625533,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,770.00","CRC 1,770.00",2025-01-13 14:49:01,2025-01-13 14:49:01,
4198696000015625563,4198696000015625559,ENCOMIENDAS PURISCAL,,Transport Charges,4198696000000297753,"CRC 1,592.92","CRC 1,592.92",2025-01-13 14:49:01,2025-01-13 14:49:01,
4198696000015625589,4198696000015625585,MUSOC,,Transport Charges,4198696000000297753,"CRC 1,238.94","CRC 1,238.94",2025-01-13 14:49:01,2025-01-13 14:49:01,
4198696000015625615,4198696000015625611,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-01-13 14:49:02,2025-01-13 14:49:02,
4198696000015625641,4198696000015625637,EQUIPOS SCANIA,,Transport Charges,4198696000000297753,"CRC 1,460.18","CRC 1,460.18",2025-01-13 14:49:02,2025-01-13 14:49:02,
4198696000015625667,4198696000015625663,GRUPO COMERCIAL EELOVI,,Transport Charges,4198696000000297753,"CRC 1,770.00","CRC 1,770.00",2025-01-13 14:49:02,2025-01-13 14:49:02,
4198696000015625693,4198696000015625689,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-01-13 14:49:03,2025-01-13 14:49:03,
4198696000015625719,4198696000015625715,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,770.00","CRC 1,770.00",2025-01-13 14:49:03,2025-01-13 14:49:03,
4198696000015625745,4198696000015625741,ENCOMIENDAS TEMPISQUE,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-01-13 14:49:03,2025-01-13 14:49:03,
4198696000015625771,4198696000015625767,CAJETA EXPRESS,,Transport Charges,4198696000000297753,"CRC 2,035.40","CRC 2,035.40",2025-01-13 14:49:04,2025-01-13 14:49:04,
4198696000015625797,4198696000015625793,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,770.00","CRC 1,770.00",2025-01-13 14:49:04,2025-01-13 14:49:04,
4198696000015625823,4198696000015625819,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-01-13 14:49:04,2025-01-13 14:49:04,
