Payment ID,Payment Number,Payment Date,Customer ID,Amount (BCY),Unused Amount (BCY),Created Time,Exchange Rate,Refund Amount (BCY),Currency Code,Last Modified Time
4198696000021118335,10495,08 Apr 2025,4198696000021108309,"CRC 31,200.00",CRC 0.00,2025-04-08 11:49:35,1.00,CRC 0.00,CRC,2025-04-08 11:49:35
4198696000021118369,10496,08 Apr 2025,4198696000021108309,"CRC 13,200.00",CRC 0.00,2025-04-08 11:51:32,1.00,CRC 0.00,CRC,2025-04-08 11:51:32
4198696000021118403,10497,08 Apr 2025,4198696000020421118,"CRC 9,500.00",CRC 0.00,2025-04-08 11:55:27,1.00,CRC 0.00,CRC,2025-04-08 11:55:27
4198696000021118468,10498,08 Apr 2025,4198696000021131086,"CRC 13,100.00",CRC 0.00,2025-04-08 12:04:02,1.00,CRC 0.00,CRC,2025-04-08 12:04:02
4198696000021118506,10499,08 Apr 2025,4198696000021108079,"CRC 77,450.00",CRC 0.00,2025-04-08 12:05:41,1.00,CRC 0.00,CRC,2025-04-08 12:05:41
4198696000021118542,10500,08 Apr 2025,4198696000021121575,"CRC 58,700.00",CRC 0.00,2025-04-08 12:39:44,1.00,CRC 0.00,CRC,2025-04-08 12:39:44
4198696000021118615,10501,08 Apr 2025,4198696000015404531,"CRC 70,104.00",CRC 0.00,2025-04-08 12:46:55,1.00,CRC 0.00,CRC,2025-04-08 12:46:55
4198696000021118653,10502,08 Apr 2025,4198696000020244242,"CRC 633,420.00",CRC 0.00,2025-04-08 13:02:39,1.00,CRC 0.00,CRC,2025-04-08 13:02:39
4198696000021118691,10503,08 Apr 2025,4198696000021121219,"CRC 79,800.00",CRC 0.00,2025-04-08 13:06:21,1.00,CRC 0.00,CRC,2025-04-08 13:06:21
4198696000021118727,10504,08 Apr 2025,4198696000021134542,"CRC 52,000.00",CRC 0.00,2025-04-08 13:20:10,1.00,CRC 0.00,CRC,2025-04-08 13:20:10
4198696000021118761,10505,08 Apr 2025,4198696000021108441,"CRC 29,900.00",CRC 0.00,2025-04-08 13:21:51,1.00,CRC 0.00,CRC,2025-04-08 13:21:51
4198696000021118797,10506,08 Apr 2025,4198696000013436347,"CRC 30,000.00",CRC 0.00,2025-04-08 13:26:10,1.00,CRC 0.00,CRC,2025-04-08 13:26:10
4198696000021118833,10507,08 Apr 2025,4198696000021134631,"CRC 39,400.00",CRC 0.00,2025-04-08 14:06:51,1.00,CRC 0.00,CRC,2025-04-08 14:06:51
4198696000021118867,10508,08 Apr 2025,4198696000021137099,"CRC 20,000.00",CRC 0.00,2025-04-08 14:09:49,1.00,CRC 0.00,CRC,2025-04-08 14:09:49
4198696000021118899,10509,08 Apr 2025,4198696000021137099,"CRC 20,000.00",CRC 0.00,2025-04-08 14:11:05,1.00,CRC 0.00,CRC,2025-04-08 14:11:05
4198696000021118931,10510,08 Apr 2025,4198696000021137099,"CRC 3,700.00",CRC 0.00,2025-04-08 14:13:32,1.00,CRC 0.00,CRC,2025-04-08 14:13:32
4198696000021118965,10511,08 Apr 2025,4198696000021137099,"CRC 77,500.00",CRC 0.00,2025-04-08 14:13:43,1.00,CRC 0.00,CRC,2025-04-08 14:13:43
4198696000021118999,10512,08 Apr 2025,4198696000004545669,"CRC 137,448.00",CRC 0.00,2025-04-08 14:20:25,1.00,CRC 0.00,CRC,2025-04-08 14:20:25
4198696000021139131,10513,08 Apr 2025,4198696000021131185,"CRC 5,400.00",CRC 0.00,2025-04-08 14:33:50,1.00,CRC 0.00,CRC,2025-04-08 14:33:50
4198696000021139169,10514,08 Apr 2025,4198696000021131185,"CRC 10,500.00",CRC 0.00,2025-04-08 14:34:08,1.00,CRC 0.00,CRC,2025-04-08 14:34:08
4198696000021139207,10515,08 Apr 2025,4198696000021137389,"CRC 107,500.00",CRC 500.00,2025-04-08 14:41:09,1.00,CRC 0.00,CRC,2025-04-08 17:19:04
4198696000021139249,10516,08 Apr 2025,4198696000021108518,"CRC 30,000.00",CRC 0.00,2025-04-08 14:42:30,1.00,CRC 0.00,CRC,2025-04-08 14:42:30
4198696000021139283,10517,08 Apr 2025,4198696000021108518,"CRC 35,000.00",CRC 0.00,2025-04-08 14:42:40,1.00,CRC 0.00,CRC,2025-04-08 14:42:40
4198696000021139317,10518,08 Apr 2025,4198696000021121878,"CRC 83,200.00",CRC 0.00,2025-04-08 14:43:08,1.00,CRC 0.00,CRC,2025-04-08 14:43:08
4198696000021139357,10519,08 Apr 2025,4198696000021131134,"CRC 82,500.00",CRC 0.00,2025-04-08 14:44:37,1.00,CRC 0.00,CRC,2025-04-08 14:44:37
4198696000021139397,10520,08 Apr 2025,4198696000021137587,"CRC 10,400.00",CRC 0.00,2025-04-08 15:16:46,1.00,CRC 0.00,CRC,2025-04-08 15:16:46
4198696000021139431,10521,08 Apr 2025,4198696000021108635,"CRC 45,000.00",CRC 0.00,2025-04-08 16:20:49,1.00,CRC 0.00,CRC,2025-04-08 16:20:49
4198696000021139525,10522,08 Apr 2025,4198696000013436347,"CRC 52,650.00",CRC 0.00,2025-04-08 16:24:28,1.00,CRC 0.00,CRC,2025-04-08 16:24:28
4198696000021139561,10523,08 Apr 2025,4198696000021131361,"CRC 53,600.00",CRC 0.00,2025-04-08 16:56:10,1.00,CRC 0.00,CRC,2025-04-08 16:56:10
4198696000021139599,10524,08 Apr 2025,4198696000021137659,"CRC 72,000.00",CRC 0.00,2025-04-08 17:10:33,1.00,CRC 0.00,CRC,2025-04-08 17:10:33
4198696000021139679,10526,08 Apr 2025,4198696000001739224,"CRC 41,670.00",CRC 0.00,2025-04-08 17:15:56,1.00,CRC 0.00,CRC,2025-04-08 17:15:56
4198696000021139713,10527,08 Apr 2025,4198696000017952353,"CRC 50,494.20",CRC 0.00,2025-04-08 17:16:38,1.00,CRC 0.00,CRC,2025-04-08 17:16:38
4198696000021139749,10528,08 Apr 2025,4198696000013451144,"CRC 17,112.00",CRC 0.00,2025-04-08 17:17:33,1.00,CRC 0.00,CRC,2025-04-08 17:17:33
4198696000021139785,10529,08 Apr 2025,4198696000021137251,"CRC 56,550.00",CRC 0.00,2025-04-08 17:18:22,1.00,CRC 0.00,CRC,2025-04-08 17:18:22
4198696000021139926,10530,08 Apr 2025,4198696000004270001,CRC 552.00,CRC 0.00,2025-04-08 17:45:17,1.00,CRC 0.00,CRC,2025-04-08 17:45:17
4198696000021139960,10531,08 Apr 2025,4198696000001743427,"CRC 4,050.00",CRC 0.00,2025-04-08 17:45:34,1.00,CRC 0.00,CRC,2025-04-08 17:45:34
4198696000021139998,10532,08 Apr 2025,4198696000021108716,"CRC 164,900.00",CRC 0.00,2025-04-08 17:47:46,1.00,CRC 0.00,CRC,2025-04-08 17:47:46
4198696000021146032,10533,08 Apr 2025,4198696000002265734,"CRC 26,588.00",CRC 0.00,2025-04-08 17:51:48,1.00,CRC 0.00,CRC,2025-04-08 17:51:48
4198696000021146066,10534,08 Apr 2025,4198696000021078045,"CRC 3,000.00",CRC 0.00,2025-04-08 17:54:25,1.00,CRC 0.00,CRC,2025-04-08 17:54:25
4198696000021195003,10535,09 Apr 2025,4198696000004545669,"CRC 22,080.00",CRC 0.00,2025-04-09 09:10:19,1.00,CRC 0.00,CRC,2025-04-09 09:10:19
4198696000021195035,10536,08 Apr 2025,4198696000021121352,"CRC 3,200.00",CRC 0.00,2025-04-09 09:10:32,1.00,CRC 0.00,CRC,2025-04-09 09:10:32
4198696000021195079,10537,09 Apr 2025,4198696000010482277,"CRC 26,300.00",CRC 0.00,2025-04-09 10:49:59,1.00,CRC 0.00,CRC,2025-04-09 10:49:59
4198696000021197003,10538,09 Apr 2025,4198696000016353072,"CRC 9,600.00",CRC 0.00,2025-04-09 10:54:14,1.00,CRC 0.00,CRC,2025-04-09 10:54:14
4198696000021263607,10597,10 Apr 2025,4198696000004545669,"CRC 21,160.00",CRC 0.00,2025-04-10 15:14:41,1.00,CRC 0.00,CRC,2025-04-10 15:14:41
4198696000021263662,10598,10 Apr 2025,4198696000003919625,"CRC 68,000.00",CRC 0.00,2025-04-10 15:47:26,1.00,CRC 0.00,CRC,2025-04-12 12:23:39
4198696000021263789,10599,10 Apr 2025,4198696000021268214,"CRC 46,600.00",CRC 0.00,2025-04-10 15:57:55,1.00,CRC 0.00,CRC,2025-04-10 16:01:14
4198696000021316059,10600,10 Apr 2025,4198696000021060111,"CRC 5,100.00",CRC 0.00,2025-04-10 16:55:10,1.00,CRC 0.00,CRC,2025-04-10 16:55:10
4198696000021316091,10601,10 Apr 2025,4198696000004545669,"CRC 217,844.00",CRC 0.00,2025-04-10 17:00:57,1.00,"CRC 1,184.00",CRC,2025-04-14 16:29:59
4198696000021316109,10602,10 Apr 2025,4198696000021121878,"CRC 76,200.00",CRC 0.00,2025-04-10 17:06:27,1.00,CRC 0.00,CRC,2025-04-10 17:06:27
4198696000021316147,10603,10 Apr 2025,4198696000002894295,"CRC 50,784.00",CRC 0.00,2025-04-10 17:07:44,1.00,CRC 0.00,CRC,2025-04-10 17:07:44
4198696000021316179,10604,10 Apr 2025,4198696000021268456,"CRC 23,900.00",CRC 0.00,2025-04-10 17:14:00,1.00,CRC 0.00,CRC,2025-04-10 17:14:00
4198696000021316215,10605,10 Apr 2025,4198696000021251894,"CRC 8,000.00",CRC 0.00,2025-04-10 17:20:02,1.00,CRC 0.00,CRC,2025-04-10 17:20:02
4198696000021316426,10607,10 Apr 2025,4198696000021268547,"CRC 29,150.00",CRC 0.00,2025-04-10 17:28:26,1.00,CRC 0.00,CRC,2025-04-10 17:28:26
4198696000021316458,10608,10 Apr 2025,4198696000021268547,"CRC 29,150.00",CRC 0.00,2025-04-10 17:28:35,1.00,CRC 0.00,CRC,2025-04-10 17:28:35
4198696000021316507,10609,10 Apr 2025,4198696000019938015,"CRC 59,000.00",CRC 0.00,2025-04-10 17:29:00,1.00,CRC 0.00,CRC,2025-04-10 17:29:00
4198696000021197061,10539,09 Apr 2025,4198696000010280124,"CRC 12,600.00",CRC 0.00,2025-04-09 11:54:48,1.00,CRC 0.00,CRC,2025-04-09 11:54:48
4198696000021197097,10540,09 Apr 2025,4198696000021203067,"CRC 70,200.00",CRC 0.00,2025-04-09 12:02:10,1.00,CRC 0.00,CRC,2025-04-09 12:02:10
4198696000021197129,10541,09 Apr 2025,4198696000021233001,"CRC 5,400.00",CRC 0.00,2025-04-09 12:02:50,1.00,CRC 0.00,CRC,2025-04-09 12:02:50
4198696000021197161,10542,09 Apr 2025,4198696000019861601,"CRC 28,000.00",CRC 0.00,2025-04-09 12:27:06,1.00,CRC 0.00,CRC,2025-04-09 12:27:06
4198696000021197193,10543,09 Apr 2025,4198696000002605048,"CRC 68,908.00",CRC 0.00,2025-04-09 12:35:25,1.00,CRC 0.00,CRC,2025-04-09 12:35:25
4198696000021197225,10544,09 Apr 2025,4198696000019861601,"CRC 9,000.00",CRC 0.00,2025-04-09 12:36:10,1.00,CRC 0.00,CRC,2025-04-09 12:36:10
4198696000021197257,10545,09 Apr 2025,4198696000018866242,"CRC 26,000.00",CRC 0.00,2025-04-09 12:37:45,1.00,CRC 0.00,CRC,2025-04-09 12:37:45
4198696000021197289,10546,09 Apr 2025,4198696000013326508,"CRC 17,388.00",CRC 0.00,2025-04-09 12:39:02,1.00,CRC 0.00,CRC,2025-04-09 12:39:02
4198696000021197325,10547,09 Apr 2025,4198696000006802292,"CRC 75,500.00",CRC 0.00,2025-04-09 12:39:42,1.00,CRC 0.00,CRC,2025-04-09 12:39:42
4198696000021197361,10548,09 Apr 2025,4198696000004545669,"CRC 61,916.00",CRC 0.00,2025-04-09 12:43:53,1.00,CRC 0.00,CRC,2025-04-09 12:43:53
4198696000021197407,10549,09 Apr 2025,4198696000021131086,"CRC 9,300.00",CRC 0.00,2025-04-09 13:01:14,1.00,CRC 0.00,CRC,2025-04-09 13:01:14
4198696000021197443,10550,09 Apr 2025,4198696000021205272,"CRC 40,700.00",CRC 0.00,2025-04-09 13:09:35,1.00,CRC 0.00,CRC,2025-04-09 13:09:35
4198696000021197479,10551,09 Apr 2025,4198696000021186148,"CRC 29,500.00",CRC 0.00,2025-04-09 13:38:19,1.00,CRC 0.00,CRC,2025-04-09 13:38:19
4198696000021197515,10552,09 Apr 2025,4198696000020421118,"CRC 20,235.00",CRC 0.00,2025-04-09 13:49:06,1.00,CRC 0.00,CRC,2025-04-09 13:49:06
4198696000021197549,10553,09 Apr 2025,4198696000021226332,"CRC 10,200.00",CRC 0.00,2025-04-09 14:24:18,1.00,CRC 0.00,CRC,2025-04-09 14:24:18
4198696000021197611,10554,09 Apr 2025,4198696000021247079,"CRC 3,400.00",CRC 0.00,2025-04-09 14:37:39,1.00,CRC 0.00,CRC,2025-04-09 14:37:39
4198696000021197647,10555,09 Apr 2025,4198696000021233191,"CRC 42,800.00",CRC 0.00,2025-04-09 14:57:34,1.00,CRC 0.00,CRC,2025-04-09 14:57:34
4198696000021197681,10556,09 Apr 2025,4198696000021226397,"CRC 104,000.00",CRC 0.00,2025-04-09 15:04:52,1.00,CRC 0.00,CRC,2025-04-09 15:04:52
4198696000021197713,10557,09 Apr 2025,4198696000021233279,"CRC 2,200.00",CRC 0.00,2025-04-09 15:12:47,1.00,CRC 0.00,CRC,2025-04-09 15:12:47
4198696000021197745,10558,09 Apr 2025,4198696000004658001,"CRC 7,200.00",CRC 0.00,2025-04-09 15:16:15,1.00,CRC 0.00,CRC,2025-04-09 15:16:15
4198696000021197777,10559,09 Apr 2025,4198696000021233348,"CRC 47,000.00",CRC 0.00,2025-04-09 15:56:33,1.00,CRC 0.00,CRC,2025-04-09 15:56:33
4198696000021197809,10560,09 Apr 2025,4198696000018916388,"CRC 35,100.00",CRC 0.00,2025-04-09 17:08:26,1.00,CRC 0.00,CRC,2025-04-09 17:08:26
4198696000021197845,10561,09 Apr 2025,4198696000002246097,"CRC 86,450.00",CRC 0.00,2025-04-09 17:09:10,1.00,CRC 0.00,CRC,2025-04-09 17:09:10
4198696000021197877,10562,09 Apr 2025,4198696000001122169,"CRC 35,400.00",CRC 0.00,2025-04-09 17:09:38,1.00,CRC 0.00,CRC,2025-04-09 17:09:38
4198696000021197909,10563,09 Apr 2025,4198696000021156113,"CRC 79,000.00",CRC 0.00,2025-04-09 17:12:09,1.00,"CRC 1,000.00",CRC,2025-04-14 15:59:13
4198696000021197969,10564,09 Apr 2025,4198696000021233068,"CRC 92,600.00",CRC 0.00,2025-04-09 17:17:14,1.00,CRC 0.00,CRC,2025-04-09 17:17:14
4198696000021251001,10565,09 Apr 2025,4198696000020436468,"CRC 48,200.00","CRC 3,200.00",2025-04-09 17:28:54,1.00,CRC 0.00,CRC,2025-04-09 17:28:54
4198696000021251041,10566,09 Apr 2025,4198696000004270001,"CRC 42,228.00",CRC 0.00,2025-04-09 17:31:13,1.00,CRC 0.00,CRC,2025-04-09 17:31:13
4198696000021251073,10567,09 Apr 2025,4198696000021226057,"CRC 152,500.00",CRC 500.00,2025-04-09 17:32:48,1.00,CRC 0.00,CRC,2025-04-09 17:33:10
4198696000021251185,10568,09 Apr 2025,4198696000017952353,"CRC 11,302.20",CRC 0.00,2025-04-09 17:33:47,1.00,CRC 0.00,CRC,2025-04-09 17:33:47
4198696000021251253,10570,09 Apr 2025,4198696000020831221,"CRC 14,950.00",CRC 0.00,2025-04-09 17:36:34,1.00,CRC 0.00,CRC,2025-04-09 17:37:15
4198696000021251407,10571,09 Apr 2025,4198696000002797895,"CRC 16,950.00",CRC 0.00,2025-04-09 17:38:33,1.00,CRC 0.00,CRC,2025-05-06 17:51:56
4198696000021316747,10610,10 Apr 2025,4198696000021131086,"CRC 3,350.00",CRC 0.00,2025-04-10 17:48:41,1.00,CRC 0.00,CRC,2025-04-10 17:48:41
4198696000021316785,10611,10 Apr 2025,4198696000021203067,"CRC 14,000.00",CRC 0.00,2025-04-10 17:49:30,1.00,CRC 0.00,CRC,2025-04-10 17:49:30
4198696000021316817,10612,10 Apr 2025,4198696000021255697,"CRC 20,550.00",CRC 0.00,2025-04-10 17:49:49,1.00,CRC 0.00,CRC,2025-04-10 17:49:49
4198696000021316855,10613,10 Apr 2025,4198696000018690371,"CRC 9,800.00",CRC 0.00,2025-04-10 17:51:22,1.00,CRC 0.00,CRC,2025-04-10 17:51:22
4198696000021316891,10614,10 Apr 2025,4198696000021264354,"CRC 28,000.00",CRC 0.00,2025-04-10 17:52:15,1.00,CRC 0.00,CRC,2025-04-10 17:52:15
4198696000021316927,10615,10 Apr 2025,4198696000002797895,"CRC 96,126.20",CRC 0.00,2025-04-10 17:54:21,1.00,CRC 0.00,CRC,2025-04-10 17:54:21
4198696000021251447,10572,09 Apr 2025,4198696000021203336,"CRC 25,700.00",CRC 0.00,2025-04-09 17:47:16,1.00,CRC 0.00,CRC,2025-04-09 17:47:16
4198696000021214011,10588,10 Apr 2025,4198696000021203953,"CRC 12,300.00",CRC 0.00,2025-04-10 13:00:17,1.00,CRC 0.00,CRC,2025-04-10 13:00:17
4198696000021255517,10581,10 Apr 2025,4198696000021203808,"CRC 10,600.00",CRC 0.00,2025-04-10 11:47:09,1.00,CRC 0.00,CRC,2025-04-10 11:47:09
4198696000021255561,10582,10 Apr 2025,4198696000021251773,"CRC 87,800.00",CRC 0.00,2025-04-10 11:55:37,1.00,CRC 0.00,CRC,2025-04-10 11:55:37
4198696000021255599,10583,10 Apr 2025,4198696000020103270,"CRC 4,600.00",CRC 0.00,2025-04-10 11:56:53,1.00,CRC 0.00,CRC,2025-04-10 11:56:53
4198696000021255631,10584,10 Apr 2025,4198696000021251485,"CRC 83,300.00",CRC 0.00,2025-04-10 11:57:54,1.00,CRC 0.00,CRC,2025-04-10 11:57:54
4198696000021255665,10585,10 Apr 2025,4198696000021251485,"CRC 1,000.00",CRC 0.00,2025-04-10 11:58:02,1.00,CRC 0.00,CRC,2025-04-10 11:58:02
4198696000021255851,10586,10 Apr 2025,4198696000021255771,"CRC 16,400.00",CRC 0.00,2025-04-10 12:13:32,1.00,CRC 0.00,CRC,2025-04-10 12:13:32
4198696000021255889,10587,10 Apr 2025,4198696000021203873,"CRC 99,000.00",CRC 0.00,2025-04-10 12:38:47,1.00,CRC 0.00,CRC,2025-04-10 12:38:47
4198696000021263003,10589,10 Apr 2025,4198696000004324911,"CRC 30,800.00",CRC 0.00,2025-04-10 13:07:22,1.00,CRC 0.00,CRC,2025-04-10 13:07:22
4198696000021263044,10590,10 Apr 2025,4198696000021266001,"CRC 35,000.00",CRC 800.00,2025-04-10 13:24:49,1.00,CRC 0.00,CRC,2025-04-12 08:58:20
4198696000021263084,10591,10 Apr 2025,4198696000004708681,"CRC 144,000.00",CRC 0.00,2025-04-10 13:33:53,1.00,CRC 0.00,CRC,2025-04-10 16:13:44
4198696000021263233,10592,10 Apr 2025,4198696000021268001,"CRC 20,000.00",CRC 0.00,2025-04-10 13:44:51,1.00,CRC 0.00,CRC,2025-04-10 13:44:51
4198696000021263269,10593,10 Apr 2025,4198696000015405087,"CRC 51,350.00",CRC 0.00,2025-04-10 13:49:42,1.00,CRC 0.00,CRC,2025-04-10 13:49:42
4198696000021263423,10594,10 Apr 2025,4198696000021121575,"CRC 17,766.00",CRC 0.00,2025-04-10 14:06:49,1.00,CRC 0.00,CRC,2025-04-10 14:06:49
4198696000021263461,10595,10 Apr 2025,4198696000001257097,"CRC 99,360.00",CRC 0.00,2025-04-10 14:12:35,1.00,CRC 0.00,CRC,2025-04-10 14:12:35
4198696000021263569,10596,10 Apr 2025,4198696000018368047,"CRC 21,800.00",CRC 0.00,2025-04-10 14:34:12,1.00,CRC 0.00,CRC,2025-04-10 14:34:12
4198696000021251703,10573,10 Apr 2025,4198696000004545669,"CRC 45,080.00",CRC 0.00,2025-04-10 09:17:51,1.00,CRC 0.00,CRC,2025-04-10 09:17:51
4198696000021251743,10574,10 Apr 2025,4198696000008967211,"CRC 41,032.00",CRC 0.00,2025-04-10 09:27:48,1.00,CRC 0.00,CRC,2025-04-10 09:27:48
4198696000021255002,10575,10 Apr 2025,4198696000013691399,"CRC 15,800.00",CRC 0.00,2025-04-10 10:24:17,1.00,CRC 0.00,CRC,2025-04-10 10:24:17
4198696000021255170,10576,10 Apr 2025,4198696000021255097,"CRC 26,000.00",CRC 0.00,2025-04-10 10:47:53,1.00,CRC 0.00,CRC,2025-04-10 10:47:53
4198696000021255206,10577,10 Apr 2025,4198696000021255032,"CRC 4,500.00",CRC 0.00,2025-04-10 10:48:16,1.00,CRC 0.00,CRC,2025-04-10 10:48:16
4198696000021255242,10578,10 Apr 2025,4198696000021203630,"CRC 115,500.00",CRC 0.00,2025-04-10 10:56:59,1.00,CRC 0.00,CRC,2025-04-10 10:56:59
4198696000021255399,10579,10 Apr 2025,4198696000004683181,"CRC 27,000.00",CRC 0.00,2025-04-10 11:07:50,1.00,CRC 0.00,CRC,2025-04-10 11:07:50
4198696000021255431,10580,10 Apr 2025,4198696000021255328,"CRC 2,900.00",CRC 0.00,2025-04-10 11:08:31,1.00,CRC 0.00,CRC,2025-04-10 11:08:31
4198696000021336708,10630,12 Apr 2025,4198696000019843836,"CRC 92,800.00",CRC 0.00,2025-04-12 11:58:06,1.00,CRC 0.00,CRC,2025-04-12 11:58:06
4198696000021336780,10631,12 Apr 2025,4198696000001138001,"CRC 23,184.00",CRC 0.00,2025-04-12 12:24:07,1.00,CRC 0.00,CRC,2025-04-12 12:24:07
4198696000021336027,10616,12 Apr 2025,4198696000021073032,"CRC 27,000.00",CRC 0.00,2025-04-12 09:35:58,1.00,CRC 0.00,CRC,2025-04-12 09:35:58
4198696000021336154,10617,12 Apr 2025,4198696000021268852,"CRC 11,000.00",CRC 0.00,2025-04-12 09:45:46,1.00,CRC 0.00,CRC,2025-04-12 09:45:46
4198696000021336334,10622,12 Apr 2025,4198696000001257097,"CRC 8,832.00",CRC 0.00,2025-04-12 10:07:29,1.00,CRC 0.00,CRC,2025-04-12 10:07:29
4198696000021336366,10623,12 Apr 2025,4198696000014271506,"CRC 139,050.00",CRC 0.00,2025-04-12 10:21:20,1.00,CRC 0.00,CRC,2025-04-12 10:21:20
4198696000021336398,10624,12 Apr 2025,4198696000021266547,"CRC 153,500.00",CRC 0.00,2025-04-12 10:21:46,1.00,CRC 0.00,CRC,2025-04-12 10:21:46
4198696000021336430,10625,12 Apr 2025,4198696000021266571,"CRC 21,200.00",CRC 0.00,2025-04-12 10:33:57,1.00,CRC 0.00,CRC,2025-04-12 10:33:57
4198696000021336498,10626,12 Apr 2025,4198696000021339069,"CRC 25,200.00",CRC 0.00,2025-04-12 11:15:00,1.00,CRC 0.00,CRC,2025-04-12 11:15:00
4198696000021336534,10627,12 Apr 2025,4198696000021339149,"CRC 2,100.00",CRC 0.00,2025-04-12 11:26:28,1.00,CRC 0.00,CRC,2025-04-12 11:26:28
4198696000021336566,10628,12 Apr 2025,4198696000004658001,"CRC 6,300.00",CRC 0.00,2025-04-12 11:31:17,1.00,CRC 0.00,CRC,2025-04-12 11:31:17
4198696000021336598,10629,12 Apr 2025,4198696000021268637,"CRC 144,950.00",CRC 0.00,2025-04-12 11:31:43,1.00,CRC 0.00,CRC,2025-04-12 11:31:43
4198696000021404099,10632,14 Apr 2025,4198696000019284138,"CRC 8,010.00",CRC 0.00,2025-04-14 09:22:18,1.00,CRC 0.00,CRC,2025-04-14 09:22:18
4198696000021404254,10633,14 Apr 2025,4198696000003835278,"CRC 61,500.00",CRC 0.00,2025-04-14 09:56:28,1.00,CRC 0.00,CRC,2025-04-14 09:56:28
4198696000021413090,10634,14 Apr 2025,4198696000021078045,"CRC 19,000.00",CRC 0.00,2025-04-14 10:17:58,1.00,CRC 0.00,CRC,2025-04-14 10:17:58
4198696000021413130,10635,14 Apr 2025,4198696000021418042,"CRC 7,400.00",CRC 0.00,2025-04-14 10:40:37,1.00,CRC 0.00,CRC,2025-04-14 10:40:37
4198696000021413166,10636,14 Apr 2025,4198696000019895305,"CRC 20,700.00",CRC 0.00,2025-04-14 10:40:50,1.00,CRC 0.00,CRC,2025-04-14 10:40:50
4198696000021413202,10637,14 Apr 2025,4198696000001138001,"CRC 35,880.00",CRC 0.00,2025-04-14 10:57:30,1.00,CRC 0.00,CRC,2025-04-14 10:57:30
4198696000021413234,10638,14 Apr 2025,4198696000001257097,"CRC 23,920.00",CRC 0.00,2025-04-14 11:03:05,1.00,CRC 0.00,CRC,2025-04-14 11:03:05
4198696000021413266,10639,14 Apr 2025,4198696000021410199,"CRC 77,900.00",CRC 0.00,2025-04-14 11:15:36,1.00,CRC 0.00,CRC,2025-04-14 11:15:36
4198696000021413298,10640,14 Apr 2025,4198696000005012852,"CRC 71,600.00",CRC 0.00,2025-04-14 11:31:17,1.00,CRC 0.00,CRC,2025-04-14 11:31:17
4198696000021413427,10641,14 Apr 2025,4198696000021410407,"CRC 17,900.00",CRC 0.00,2025-04-14 12:16:26,1.00,CRC 0.00,CRC,2025-04-14 12:16:26
4198696000021413463,10642,14 Apr 2025,4198696000021410387,"CRC 12,400.00",CRC 0.00,2025-04-14 12:21:06,1.00,CRC 0.00,CRC,2025-04-14 12:21:06
4198696000021413730,10643,14 Apr 2025,4198696000004545669,"CRC 73,232.00",CRC 0.00,2025-04-14 12:45:47,1.00,CRC 0.00,CRC,2025-04-14 12:45:47
4198696000021413838,10644,14 Apr 2025,4198696000021420007,"CRC 47,000.00",CRC 0.00,2025-04-14 12:47:49,1.00,CRC 0.00,CRC,2025-04-14 12:47:49
4198696000021413908,10645,14 Apr 2025,4198696000019919505,"CRC 118,275.00",CRC 0.00,2025-04-14 12:52:58,1.00,CRC 0.00,CRC,2025-04-14 12:52:58
4198696000021413979,10646,14 Apr 2025,4198696000015405087,"CRC 9,850.00",CRC 0.00,2025-04-14 13:18:14,1.00,CRC 0.00,CRC,2025-04-14 13:18:14
4198696000021426017,10647,14 Apr 2025,4198696000021121352,"CRC 33,750.00",CRC 0.00,2025-04-14 13:20:26,1.00,"CRC 3,150.00",CRC,2025-04-21 10:36:40
4198696000021426244,10648,14 Apr 2025,4198696000021418292,"CRC 21,700.00",CRC 0.00,2025-04-14 13:28:28,1.00,CRC 0.00,CRC,2025-04-14 13:28:28
4198696000021426280,10649,14 Apr 2025,4198696000021410199,"CRC 25,300.00",CRC 0.00,2025-04-14 14:00:56,1.00,CRC 0.00,CRC,2025-04-14 14:00:56
4198696000021426312,10650,14 Apr 2025,4198696000019218263,"CRC 61,640.00",CRC 0.00,2025-04-14 14:06:11,1.00,CRC 0.00,CRC,2025-04-14 14:06:11
4198696000021426348,10651,14 Apr 2025,4198696000020433215,"CRC 3,840.00",CRC 0.00,2025-04-14 14:08:30,1.00,CRC 0.00,CRC,2025-04-14 14:08:30
4198696000021426384,10652,14 Apr 2025,4198696000019218263,"CRC 10,300.00",CRC 0.00,2025-04-14 14:11:46,1.00,CRC 0.00,CRC,2025-04-14 14:11:46
4198696000021426420,10653,14 Apr 2025,4198696000001481001,"CRC 11,040.00",CRC 0.00,2025-04-14 14:12:09,1.00,CRC 0.00,CRC,2025-04-14 14:12:09
4198696000021426478,10654,14 Apr 2025,4198696000019137061,"CRC 13,100.00",CRC 0.00,2025-04-14 14:49:55,1.00,CRC 0.00,CRC,2025-04-14 14:49:55
4198696000021426514,10655,14 Apr 2025,4198696000021420233,"CRC 29,800.00",CRC 0.00,2025-04-14 15:24:33,1.00,CRC 0.00,CRC,2025-04-14 15:24:33
4198696000021426546,10656,14 Apr 2025,4198696000020636883,"CRC 63,800.00",CRC 0.00,2025-04-14 15:29:40,1.00,CRC 0.00,CRC,2025-04-14 15:29:40
4198696000021426732,10658,14 Apr 2025,4198696000021418212,"CRC 36,000.00",CRC 0.00,2025-04-14 15:53:46,1.00,CRC 0.00,CRC,2025-04-14 15:53:46
