Item Name,Manufacturer,Total Opening Stock,Total Reorder Level,Total Quantity Out
MS-1208 BRG.BNCDA.010 GA13/14/15/16 - QG16/QG,-No Value-,0.00,,1.00
MS-1208 BRG.BNCDA.010 GA13/14/15/16 - QG16/QG,,0.00,,1.00
MS-1208 BRG.BNCDA.STD GA13/14/15/16 - QG16/QG,-No Value-,0.00,,2.00
MS-1208 BRG.BNCDA.STD GA13/14/15/16 - QG16/QG,,0.00,,2.00
MS-1226A BRG.BNCADA 010 QR25,-No Value-,0.00,,1.00
MS-1226A BRG.BNCADA 010 QR25,,0.00,,1.00
MS-1227A BRG.BNCDA STD HR16DE - 12215-BC20A,-No Value-,0.00,,1.00
MS-1227A BRG.BNCDA STD HR16DE - 12215-BC20A,,0.00,,1.00
MS-1229A BRG.BANCADA STD YD22/YD25 - 12207-E,-No Value-,0.00,,1.00
MS-1229A BRG.BANCADA STD YD22/YD25 - 12207-E,,0.00,,1.00
MS-1406A BRG.BNCDA.010 2L 82-88 - 2L-T/3L/5L- 8,-No Value-,0.00,,2.00
MS-1406A BRG.BNCDA.010 2L 82-88 - 2L-T/3L/5L- 8,,0.00,,2.00
MS-1410A BRG.BNCDA.010 2A/3A/4A/5A 83- -11701,-No Value-,0.00,,1.00
MS-1410A BRG.BNCDA.010 2A/3A/4A/5A 83- -11701,,0.00,,1.00
MS-1410A BRG.BNCDA.020 2A/3A/4A/5A 83- -11701,-No Value-,0.00,,1.00
MS-1410A BRG.BNCDA.020 2A/3A/4A/5A 83- -11701,,0.00,,1.00
MS-1417A BRG.BCNDA.010 2B/3B/13B 84- - S/ AXIAL,-No Value-,0.00,,1.00
MS-1417A BRG.BCNDA.010 2B/3B/13B 84- - S/ AXIAL,,0.00,,1.00
MS-1435A BEARING BANCADA 010 1RZ 2RZ 3RZ 90-- 11701,-No Value-,0.00,,1.00
MS-1435A BEARING BANCADA 010 1RZ 2RZ 3RZ 90-- 11701,,0.00,,1.00
MS-1457A BEARING BANCADA 1ZZ 0.20,-No Value-,0.00,,
MS-1457A BEARING BANCADA 1ZZ 0.20,,0.00,,
MS-1461A BGR BANCADA 020 1NZ S/M C/H,-No Value-,0.00,,1.00
MS-1461A BGR BANCADA 020 1NZ S/M C/H,,0.00,,1.00
MS-1623 BRG.BNCDA.010 4JB1/G2/H1 85- -8-94168,-No Value-,0.00,,3.00
MS-1623 BRG.BNCDA.010 4JB1/G2/H1 85- -8-94168,,0.00,,3.00
MS-1623 BRG.BNCDA.020 4JB1/G2/H1 85- -8-94168,-No Value-,0.00,,1.00
MS-1623 BRG.BNCDA.020 4JB1/G2/H1 85- -8-94168,,0.00,,1.00
MS-1818A BRG.BNCDA.010 G13B/15B/4G13/15 -MD0,-No Value-,0.00,,1.00
MS-1818A BRG.BNCDA.010 G13B/15B/4G13/15 -MD0,,0.00,,1.00
MS-1818A BRG.BNCDA.STD G13B/15B/4G13/15 -MD,-No Value-,0.00,,1.00
MS-1818A BRG.BNCDA.STD G13B/15B/4G13/15 -MD,,0.00,,1.00
MS-1822 BRG.BNCDA.010 6G72 V6 12-24VLV - 86--M,-No Value-,0.00,,1.00
MS-1822 BRG.BNCDA.010 6G72 V6 12-24VLV - 86--M,,0.00,,1.00
MS-1822 BRG.BNCDA.STD 6G72 V6 12-24VLV - 86--M,-No Value-,0.00,,1.00
MS-1822 BRG.BNCDA.STD 6G72 V6 12-24VLV - 86--M,,0.00,,1.00
MS-1828A BRG.BNCDA.STD 4G91/92/93 -MD-174857,-No Value-,0.00,,1.00
MS-1828A BRG.BNCDA.STD 4G91/92/93 -MD-174857,,0.00,,1.00
MS-1834A BRG.BNCDA 020 ELANTRA 1.8 12.0 - 4G69,-No Value-,0.00,,1.00
MS-1834A BRG.BNCDA 020 ELANTRA 1.8 12.0 - 4G69,,0.00,,1.00
MS-2200 BRG.BNCDA.020 ES/EY/A20A - ACCORD-13,-No Value-,0.00,,1.00
MS-2200 BRG.BNCDA.020 ES/EY/A20A - ACCORD-13,,0.00,,1.00
MS-2206 BRG.BNCDA.STD D13B/D15A/15B - EV1 -87,-No Value-,0.00,,1.00
MS-2206 BRG.BNCDA.STD D13B/D15A/15B - EV1 -87,,0.00,,1.00
MS-240 BRG BNCDA STD J18 J20,-No Value-,0.00,,2.00
MS-240 BRG BNCDA STD J18 J20,,0.00,,2.00
MS-2404A BRG.BNCDA.010 G13A -12340-82000,-No Value-,0.00,,1.00
MS-2404A BRG.BNCDA.010 G13A -12340-82000,,0.00,,1.00
MS-2404A BRG.BNCDA.STD G13A 12340-28000,-No Value-,0.00,,1.00
MS-2404A BRG.BNCDA.STD G13A 12340-28000,,0.00,,1.00
MS-2408 BRG BNCDA 010 J18 J20,-No Value-,0.00,,1.00
MS-2408 BRG BNCDA 010 J18 J20,,0.00,,1.00
MS-2408A BRG BNCDA 020 J18 J20 -12340-85FB3,-No Value-,0.00,,1.00
MS-2408A BRG BNCDA 020 J18 J20 -12340-85FB3,,0.00,,1.00
MS-3878A BRG BNCDA 030 ELANTRA 1.8,-No Value-,0.00,,1.00
MS-3878A BRG BNCDA 030 ELANTRA 1.8,,0.00,,1.00
MS-3880 BRG.BNCDA.STD ACCENT 1500 12V - 2102,-No Value-,0.00,,2.00
MS-3880 BRG.BNCDA.STD ACCENT 1500 12V - 2102,,0.00,,2.00
MS-3883A BRG.BNCADA 010 J2/JT - OK6Z2-11-SG0,-No Value-,0.00,,1.00
MS-3883A BRG.BNCADA 010 J2/JT - OK6Z2-11-SG0,,0.00,,1.00
MS-3892A BRG BNCDA STD ACCENT BLUE,-No Value-,0.00,,3.00
MS-3892A BRG BNCDA STD ACCENT BLUE,,0.00,,3.00
MUELLE ESPIRAL 25567-BT025 NISSAN QASHQAI XTRAIL PATHFINDER J10 MK1 2006-2015 52MM INTERNO P,-No Value-,0.00,,1.00
MUELLE ESPIRAL 25567-BT025 NISSAN QASHQAI XTRAIL PATHFINDER J10 MK1 2006-2015 52MM INTERNO P,,0.00,,1.00
Motor de Abanico de Radiador Toyota Yaris/Vios 09/2018 (NSP151L-AEXRK),Ningbo Sunshine Auto Parts Co,0.00,,13.00
Motor de Abanico de Radiador Toyota Yaris/Vios 09/2018 (NSP151L-AEXRK),,0.00,,13.00
NABO COMPLETO TOYOTA LAND CRUISER HZJ79 FZJ79/ FZJ105/ FZJ76 HZJ105 1990,Ningbo Sunshine Auto Parts Co,0.00,,
NABO COMPLETO TOYOTA LAND CRUISER HZJ79 FZJ79/ FZJ105/ FZJ76 HZJ105 1990,,0.00,,
NABO COMPLETO TOYOTA LAND CRUISER WITH BUSH AND NEEDLE BEARING FZJ79 / 76,Ningbo Sunshine Auto Parts Co,0.00,,
NABO COMPLETO TOYOTA LAND CRUISER WITH BUSH AND NEEDLE BEARING FZJ79 / 76,,0.00,,
NABO TOYOTA LAND CRUISER 1990-2000/ HILUX 4X4 FJ75/ FZJ75/ HZJ75 YN106 LN106,Ningbo Sunshine Auto Parts Co,0.00,,
NABO TOYOTA LAND CRUISER 1990-2000/ HILUX 4X4 FJ75/ FZJ75/ HZJ75 YN106 LN106,,0.00,,
NATIVA MONTERO SPORT 97-06 MR372519,-No Value-,0.00,,3.00
NATIVA MONTERO SPORT 97-06 MR372519,,0.00,,3.00
NGK BCPR6EGP 7088 BUJIA PARA AUTOMOVIL HEXAGONO 16MM ROSCA 14MM PLATINUM,Capris S.A.,0.00,,4.00
NGK BCPR6EGP 7088 BUJIA PARA AUTOMOVIL HEXAGONO 16MM ROSCA 14MM PLATINUM,,0.00,,4.00
NGK BKR5E BUJIA PARA AUTOS JAPONESES Y KIA,Capris S.A.,0.00,,62.00
NGK BKR5E BUJIA PARA AUTOS JAPONESES Y KIA,,0.00,,62.00
NGK BKR5E-11 BUJIA PROYECT.CON RESISTENCIA 14X19 MM 16 MM,Capris S.A.,0.00,,289.00
NGK BKR5E-11 BUJIA PROYECT.CON RESISTENCIA 14X19 MM 16 MM,,0.00,,289.00
"NGK BKR5EGP BUJIA ""G-POWER"" CON PUNTA DE PLATINO (BKR5E-BKR5E-11) 30 396.00240351 Garantía 815-D1",Capris S.A.,0.00,,78.00
"NGK BKR5EGP BUJIA ""G-POWER"" CON PUNTA DE PLATINO (BKR5E-BKR5E-11) 30 396.00240351 Garantía 815-D1",,0.00,,78.00
NGK BKR5EIX-11 BUJIA CON RESISTENCIA IRIDIUM GRADO 5,Capris S.A.,0.00,,44.00
NGK BKR5EIX-11 BUJIA CON RESISTENCIA IRIDIUM GRADO 5,,0.00,,44.00
NGK BKR5EKB-11 BUJIA ENCENDIDO AISLADOR PROYECTADO DOS ELECTRODOS,Capris S.A.,0.00,,22.00
NGK BKR5EKB-11 BUJIA ENCENDIDO AISLADOR PROYECTADO DOS ELECTRODOS,,0.00,,22.00
NGK BKR6E-11 BUJIA ENCENDIDO TIPO AISLADOR PROYECTADO VERSION FRIA,Capris S.A.,0.00,,104.00
NGK BKR6E-11 BUJIA ENCENDIDO TIPO AISLADOR PROYECTADO VERSION FRIA,,0.00,,104.00
NGK BKR6EIX BUJIA DE IRIDIUM CON RESISTENCIA HEX.16MM ROSCA 14X19MM,Capris S.A.,0.00,,82.00
NGK BKR6EIX BUJIA DE IRIDIUM CON RESISTENCIA HEX.16MM ROSCA 14X19MM,,0.00,,82.00
NGK BKR7EIX BUJIA C/RESISTENCIA IRIDIUM GRADO 7  14X19MM HEX.16.0MM,Capris S.A.,0.00,,4.00
NGK BKR7EIX BUJIA C/RESISTENCIA IRIDIUM GRADO 7  14X19MM HEX.16.0MM,,0.00,,4.00
NGK BKR8EIX BUJIA C/RESISTENCIA IRIDIUM GRADO 8 14X19MM HEX.16.0MM,Capris S.A.,0.00,,
NGK BKR8EIX BUJIA C/RESISTENCIA IRIDIUM GRADO 8 14X19MM HEX.16.0MM,,0.00,,
NGK BP6ES BUJIA AISLADOR PROYECTADO SUPER 14X19MM 20.8MM VER 723670*,-No Value-,0.00,,8.00
NGK BP6ES BUJIA AISLADOR PROYECTADO SUPER 14X19MM 20.8MM VER 723670*,,0.00,,8.00
NGK BPR5ES BUJIA AISL PROYECTADO SUPER 14X19X20.8MM,Capris S.A.,0.00,,15.00
NGK BPR5ES BUJIA AISL PROYECTADO SUPER 14X19X20.8MM,,0.00,,15.00
NGK BPR6ES BUJIA AISLADOR PROYECTADO SUPER 14X19X20.8MM (VER 941921),-No Value-,0.00,,4.00
NGK BPR6ES BUJIA AISLADOR PROYECTADO SUPER 14X19X20.8MM (VER 941921),,0.00,,4.00
NGK BUJIA BCPR4ES-11 2378,Rafael Pinto & CO S.A. (PROLUSA),0.00,,10.00
NGK BUJIA BCPR4ES-11 2378,,0.00,,10.00
NGK BUJIA BCPR5ES-11 3524,Rafael Pinto & CO S.A. (PROLUSA),0.00,,40.00
NGK BUJIA BCPR5ES-11 3524,,0.00,,40.00
NGK BUJIA BKR5E-11 6953 - 5101,Rafael Pinto & CO S.A. (PROLUSA),0.00,,208.00
NGK BUJIA BKR5E-11 6953 - 5101,,0.00,,208.00
NGK BUJIA BKR5EGP = BKR5E/E-11 7090,Rafael Pinto & CO S.A. (PROLUSA),0.00,,62.00
NGK BUJIA BKR5EGP = BKR5E/E-11 7090,,0.00,,62.00
NGK BUJIA BP5ES 2601 / 6511,Rafael Pinto & CO S.A. (PROLUSA),0.00,,4.00
NGK BUJIA BP5ES 2601 / 6511,,0.00,,4.00
NGK BUJIA BPR4ES 7222,Rafael Pinto & CO S.A. (PROLUSA),0.00,,
NGK BUJIA BPR4ES 7222,,0.00,,
NGK BUJIA BPR5ES-11 4424,Rafael Pinto & CO S.A. (PROLUSA),0.00,,49.00
NGK BUJIA BPR5ES-11 4424,,0.00,,49.00
NGK BUJIA DCPR7E 3932,Rafael Pinto & CO S.A. (PROLUSA),0.00,,22.00
NGK BUJIA DCPR7E 3932,,0.00,,22.00
NGK BUJIA ILNAR8B7G 91970,-No Value-,0.00,,6.00
NGK BUJIA ILNAR8B7G 91970,,0.00,,6.00
NGK BUJIA IRIDIUM BR5EIX-11 5464,Rafael Pinto & CO S.A. (PROLUSA),0.00,,20.00
NGK BUJIA IRIDIUM BR5EIX-11 5464,,0.00,,20.00
NGK BUJIA KR6A-10 1678,-No Value-,0.00,,4.00
NGK BUJIA KR6A-10 1678,,0.00,,4.00
NGK BUJIA LFR5A-11 6376 / 4278,Capris S.A.,0.00,,100.00
NGK BUJIA LFR5A-11 6376 / 4278,,0.00,,100.00
NGK BUJIA LKR6D-10E 96569,Rafael Pinto & CO S.A. (PROLUSA),0.00,,22.00
NGK BUJIA LKR6D-10E 96569,,0.00,,22.00
"NGK BUJIA LKR6F-10 91230 /NGK LKR6F-10 SPARK PLUG DE   PARA VEHICULOS SUZUKI, BALENO, CIAZ, SWIFT",Rafael Pinto & CO S.A. (PROLUSA),0.00,,28.00
"NGK BUJIA LKR6F-10 91230 /NGK LKR6F-10 SPARK PLUG DE   PARA VEHICULOS SUZUKI, BALENO, CIAZ, SWIFT",,0.00,,28.00
NGK BUJIA ZFR5F-11 2262 / 3886,Rafael Pinto & CO S.A. (PROLUSA),0.00,,40.00
NGK BUJIA ZFR5F-11 2262 / 3886,,0.00,,40.00
NGK Bujia Iridium CPR8EAIX-9  95134,-No Value-,0.00,,3.00
NGK Bujia Iridium CPR8EAIX-9  95134,,0.00,,3.00
NGK CABLES BUJIA ACURA INTEGRA 1.8 9162,PROLUSA,0.00,,1.00
NGK CABLES BUJIA ACURA INTEGRA 1.8 9162,,0.00,,1.00
NGK CABLES P/BUJIA HY/ACCENT 1.5C 95-97 8377,Rafael Pinto & CO S.A. (PROLUSA),0.00,,5.00
NGK CABLES P/BUJIA HY/ACCENT 1.5C 95-97 8377,,0.00,,5.00
NGK CABLES P/BUJIA HY/ACCENT 1.6C 7655,Rafael Pinto & CO S.A. (PROLUSA),0.00,,2.00
NGK CABLES P/BUJIA HY/ACCENT 1.6C 7655,,0.00,,2.00
NGK CABLES P/BUJIA HY/EXC/ELANT.90-93 9301,Rafael Pinto & CO S.A. (PROLUSA),0.00,,1.00
NGK CABLES P/BUJIA HY/EXC/ELANT.90-93 9301,,0.00,,1.00
NGK CABLES P/BUJIA HY/EXCEL 1.5 86-89 9295,Rafael Pinto & CO S.A. (PROLUSA),0.00,,1.00
NGK CABLES P/BUJIA HY/EXCEL 1.5 86-89 9295,,0.00,,1.00
NGK CABLES P/BUJIA NIS./SENTRA 83-85 9463,Rafael Pinto & CO S.A. (PROLUSA),0.00,,1.00
NGK CABLES P/BUJIA NIS./SENTRA 83-85 9463,,0.00,,1.00
NGK CABLES P/BUJIA NIS/SENTRA B14 95-98  8809,Rafael Pinto & CO S.A. (PROLUSA),0.00,,
NGK CABLES P/BUJIA NIS/SENTRA B14 95-98  8809,,0.00,,
NGK CABLES P/BUJIA TOY.4RUNNER/HILUX 9709,Rafael Pinto & CO S.A. (PROLUSA),0.00,,2.00
NGK CABLES P/BUJIA TOY.4RUNNER/HILUX 9709,,0.00,,2.00
NGK CABLES P/BUJIA TOY.RAV4 96-97 8773,Rafael Pinto & CO S.A. (PROLUSA),0.00,,1.00
NGK CABLES P/BUJIA TOY.RAV4 96-97 8773,,0.00,,1.00
NGK CABLES P/BUJIA TOY.RAV4 98-00 9964,Rafael Pinto & CO S.A. (PROLUSA),0.00,,4.00
NGK CABLES P/BUJIA TOY.RAV4 98-00 9964,,0.00,,4.00
NGK CABLES P/BUJIA TOY.TERCEL 5EFE 1.5C 2008,Rafael Pinto & CO S.A. (PROLUSA),0.00,,
NGK CABLES P/BUJIA TOY.TERCEL 5EFE 1.5C 2008,,0.00,,
NGK CPR8EA-9 BUJIA DE MOTO YAMAHA FZ16,Capris S.A.,0.00,,1.00
NGK CPR8EA-9 BUJIA DE MOTO YAMAHA FZ16,,0.00,,1.00
NGK DCPR7E BUJIA CON RESISTENCIA NIQUEL GRADO 7,Capris S.A.,0.00,,15.00
NGK DCPR7E BUJIA CON RESISTENCIA NIQUEL GRADO 7,,0.00,,15.00
NGK DPR8EIX-9 BUJIA DE ENCENDIDO DE IRIDIUM CON RESISTENCIA,Capris S.A.,0.00,,5.00
NGK DPR8EIX-9 BUJIA DE ENCENDIDO DE IRIDIUM CON RESISTENCIA,,0.00,,5.00
NGK IFR5T11 BUJIA LASER IRIDIUM GRADO 5 14MMX19MM HEX 16MM,Capris S.A.,0.00,,8.00
NGK IFR5T11 BUJIA LASER IRIDIUM GRADO 5 14MMX19MM HEX 16MM,,0.00,,8.00
NGK IFR6T11 BUJIA LASER IRIDIUM GRADO 6 14MMX19MM HEX 16MM,Capris S.A.,0.00,,18.00
NGK IFR6T11 BUJIA LASER IRIDIUM GRADO 6 14MMX19MM HEX 16MM,,0.00,,18.00
NGK ILKAR7B-11 BUJÍA IRIDIUM PARA TOYOTA COROLLA MODELO 2010 HEX. 16MM ROSCA 12X26.5MM,Capris S.A.,0.00,,40.00
NGK ILKAR7B-11 BUJÍA IRIDIUM PARA TOYOTA COROLLA MODELO 2010 HEX. 16MM ROSCA 12X26.5MM,,0.00,,40.00
NGK ILTR5A-13G BUJÍA DE IRIDIUM/PLATINUM 14MM HEX.16MM ALCANCE 25 GAP 1.3MM RANGO CALOR 5,-No Value-,0.00,,13.00
NGK ILTR5A-13G BUJÍA DE IRIDIUM/PLATINUM 14MM HEX.16MM ALCANCE 25 GAP 1.3MM RANGO CALOR 5,,0.00,,13.00
NGK ILTR6A-8G BUJÍA IRIDIUM ROSCA 14X25MM,Capris S.A.,0.00,,16.00
NGK ILTR6A-8G BUJÍA IRIDIUM ROSCA 14X25MM,,0.00,,16.00
NGK IZFR5K11 BUJIA DE ENCENDIDO IRIDIUM GALGA PROYECTADA,Capris S.A.,0.00,,4.00
NGK IZFR5K11 BUJIA DE ENCENDIDO IRIDIUM GALGA PROYECTADA,,0.00,,4.00
NGK IZFR6K-11S BUJÍA IRIDIUM ROSCA 14X19MM HEX.16MM,Capris S.A.,0.00,,28.00
NGK IZFR6K-11S BUJÍA IRIDIUM ROSCA 14X19MM HEX.16MM,,0.00,,28.00
NGK KR6A-10 BUJÍA PARA AUTOMÓVIL HEXÁGONO 16MM GAP 1.0MM NIQUEL+COBRE,Capris S.A.,0.00,,50.00
NGK KR6A-10 BUJÍA PARA AUTOMÓVIL HEXÁGONO 16MM GAP 1.0MM NIQUEL+COBRE,,0.00,,50.00
NGK LFR5AIX-11 BUJIA ENCENDIDO IRIDIUM CON RESISTENCIA GRAD0 11 14X26.5MM HEX. 16MM CALIB. 1.1,Capris S.A.,0.00,,42.00
NGK LFR5AIX-11 BUJIA ENCENDIDO IRIDIUM CON RESISTENCIA GRAD0 11 14X26.5MM HEX. 16MM CALIB. 1.1,,0.00,,42.00
NGK LFR6AIX-11 BUJIA CON RESISTENCIA IRIDIUM GRADO 6 RACING,Capris S.A.,0.00,,53.00
NGK LFR6AIX-11 BUJIA CON RESISTENCIA IRIDIUM GRADO 6 RACING,,0.00,,53.00
"NGK LKAR7BGP BUJIA ""G-POWER"" CON PUNTA DE PLATINO",Capris S.A.,0.00,,12.00
"NGK LKAR7BGP BUJIA ""G-POWER"" CON PUNTA DE PLATINO",,0.00,,12.00
NGK LKAR8AI-9 BUJIA DE ENCENDIDO LASER IRIDIUM CON RESISTENCIA GRADO 8,-No Value-,0.00,,1.00
NGK LKAR8AI-9 BUJIA DE ENCENDIDO LASER IRIDIUM CON RESISTENCIA GRADO 8,,0.00,,1.00
NGK LKR6D-10E BUJIA NIQUEL PARA HYUNDAI I10 ELANTRA ACCENT KIA CERATC,Capris S.A.,0.00,,6.00
NGK LKR6D-10E BUJIA NIQUEL PARA HYUNDAI I10 ELANTRA ACCENT KIA CERATC,,0.00,,6.00
"NGK LKR6F-10 BUJIA DE ENCENDIDO PARA VEHICULOS SUZUKI, BALENO, CIAZ, SWIFT",-No Value-,0.00,,20.00
"NGK LKR6F-10 BUJIA DE ENCENDIDO PARA VEHICULOS SUZUKI, BALENO, CIAZ, SWIFT",,0.00,,20.00
NGK LTR5GP BUJIA G-POWER GRADO 5 14MMX25MM HEX 16MM,-No Value-,0.00,,4.00
NGK LTR5GP BUJIA G-POWER GRADO 5 14MMX25MM HEX 16MM,,0.00,,4.00
NGK LZKAR6AP-11 BUJÍA PLATINUM PARA NISSAN MARCH Y VERSA HEX.14MM ROSCA 12X26.5MM VT 5.0,Capris S.A.,0.00,,149.00
NGK LZKAR6AP-11 BUJÍA PLATINUM PARA NISSAN MARCH Y VERSA HEX.14MM ROSCA 12X26.5MM VT 5.0,,0.00,,149.00
NGK LZKR6B-10E BUJÍA NÍQUEL PARA HYUNDAI Y KÍA PICANTO HEX.16MM ROSCA 12X26.5MM,Capris S.A.,0.00,,305.00
NGK LZKR6B-10E BUJÍA NÍQUEL PARA HYUNDAI Y KÍA PICANTO HEX.16MM ROSCA 12X26.5MM,,0.00,,305.00
NGK PLFR5A-11 BUJIA CON RESISTENCIA ESPECIAL PARA CARRO GRADO 5 ROSCA 16MM,Capris S.A.,0.00,,26.00
NGK PLFR5A-11 BUJIA CON RESISTENCIA ESPECIAL PARA CARRO GRADO 5 ROSCA 16MM,,0.00,,26.00
NGK PLZKAR6A-11 BUJIA CON RESISTENCIA PLATINO TIPO PROYECTADO GBRADO 6 ROSCA 16MM,Capris S.A.,0.00,,20.00
NGK PLZKAR6A-11 BUJIA CON RESISTENCIA PLATINO TIPO PROYECTADO GBRADO 6 ROSCA 16MM,,0.00,,20.00
NGK RC-HE56 CABLES PARA BUJIAS ACURA INTEGRA DEL 90 AL 93 CR-V 99-2001,Capris S.A.,0.00,,
NGK RC-HE56 CABLES PARA BUJIAS ACURA INTEGRA DEL 90 AL 93 CR-V 99-2001,,0.00,,
NGK RC-HE76 CABLES PARA BUJIAS CIVIC 92 EN ADELANTE,Capris S.A.,0.00,,2.00
NGK RC-HE76 CABLES PARA BUJIAS CIVIC 92 EN ADELANTE,,0.00,,2.00
NGK RC-IE44 CABLES PARA BUJIAS ISUZU 2300 Y 2600,CAPRIS,0.00,,2.00
NGK RC-IE44 CABLES PARA BUJIAS ISUZU 2300 Y 2600,,0.00,,2.00
NGK RC-ME94 CABLES PARA BUJIAS MITSUBISHI MONTERO SPORT 6G72,Capris S.A.,0.00,,5.00
NGK RC-ME94 CABLES PARA BUJIAS MITSUBISHI MONTERO SPORT 6G72,,0.00,,5.00
NGK RC-ME96 JUEGO 2 CABLES PARA BUJIA MITSUBISHI Y CHRYSLER,Capris S.A.,0.00,,2.00
NGK RC-ME96 JUEGO 2 CABLES PARA BUJIA MITSUBISHI Y CHRYSLER,,0.00,,2.00
"NGK RC-NX14 CABLES PARA BUJIAS NISSAN FRONTIER X-TERRA, PATHFINDER 1996-2004, INFINITY QX4 1997-2000",Capris S.A.,0.00,,1.00
"NGK RC-NX14 CABLES PARA BUJIAS NISSAN FRONTIER X-TERRA, PATHFINDER 1996-2004, INFINITY QX4 1997-2000",,0.00,,1.00
"NGK RC-NX71 CABLES PARA BUJIAS NISSAN DATSUN PULSAR, SENTRA",Capris S.A.,0.00,,
"NGK RC-NX71 CABLES PARA BUJIAS NISSAN DATSUN PULSAR, SENTRA",,0.00,,
NGK RC-NX86 CABLES PARA BUJIAS NISSAN DATSUN VG30I VG30E,Capris S.A.,0.00,,
NGK RC-NX86 CABLES PARA BUJIAS NISSAN DATSUN VG30I VG30E,,0.00,,
NGK RC-NX93 CABLES PARA BUJIAS NISSAN MOTOR KA24E,Capris S.A.,0.00,,4.00
NGK RC-NX93 CABLES PARA BUJIAS NISSAN MOTOR KA24E,,0.00,,4.00
NGK RC-NX95 CABLES PARA BUJIAS NISSAN MOTOR GA16DE,Capris S.A.,0.00,,2.00
NGK RC-NX95 CABLES PARA BUJIAS NISSAN MOTOR GA16DE,,0.00,,2.00
NGK RC-SE17 CABLES PARA BUJIAS SUZUKI GRAN VITARA,Capris S.A.,0.00,,8.00
NGK RC-SE17 CABLES PARA BUJIAS SUZUKI GRAN VITARA,,0.00,,8.00
NGK RC-SE76 CABLES PARA BUJIAS SUZUKI SAMURAI,Capris S.A.,0.00,,
NGK RC-SE76 CABLES PARA BUJIAS SUZUKI SAMURAI,,0.00,,
NGK RC-SE83 CABLES PARA BUJIAS SUZUKI SIDEKICK 8 VALVULAS,Capris S.A.,0.00,,
NGK RC-SE83 CABLES PARA BUJIAS SUZUKI SIDEKICK 8 VALVULAS,,0.00,,
NGK RC-SE94 CABLES PARA BUJIAS SUZUKI SIDEKICK 16 VALVULAS,Capris S.A.,0.00,,2.00
NGK RC-SE94 CABLES PARA BUJIAS SUZUKI SIDEKICK 16 VALVULAS,,0.00,,2.00
NGK RC-TE21 CABLES PARA BUJIAS TOYOTA COROLLA MOTOR 4AFE,Capris S.A.,0.00,,
NGK RC-TE21 CABLES PARA BUJIAS TOYOTA COROLLA MOTOR 4AFE,,0.00,,
"NGK RC-TE63 CABLES PARA BUJIAS TOYOTA TERCEL, PASEO (1995-1999)",Capris S.A.,0.00,,3.00
"NGK RC-TE63 CABLES PARA BUJIAS TOYOTA TERCEL, PASEO (1995-1999)",,0.00,,3.00
"NGK RC-TE66 CABLES PARA BUJIAS TOYOTA T100, TACOMA, 4 RUNNER, TUNDRA (1995-2003)",Capris S.A.,0.00,,1.00
"NGK RC-TE66 CABLES PARA BUJIAS TOYOTA T100, TACOMA, 4 RUNNER, TUNDRA (1995-2003)",,0.00,,1.00
NGK RC-TX05 CABLES PARA BUJIAS TOYOTA MOTORES 3Y,Capris S.A.,0.00,,
NGK RC-TX05 CABLES PARA BUJIAS TOYOTA MOTORES 3Y,,0.00,,
NGK RC-TX12 CABLES PARA BUJIAS TOYOTA 4RUNNER MOTOR 3VZ,Capris S.A.,0.00,,
NGK RC-TX12 CABLES PARA BUJIAS TOYOTA 4RUNNER MOTOR 3VZ,,0.00,,
NGK RC-TX23 CABLES PARA BUJIAS TOYOTA TERCEL MOTOR 3E,CAPRIS,0.00,,2.00
NGK RC-TX23 CABLES PARA BUJIAS TOYOTA TERCEL MOTOR 3E,,0.00,,2.00
"NGK RC-TX72 CABLES PARA BUJIAS TOYOTA T100, TACOMA, 4 RUNNER (1994-1997)",Capris S.A.,0.00,,1.00
"NGK RC-TX72 CABLES PARA BUJIAS TOYOTA T100, TACOMA, 4 RUNNER (1994-1997)",,0.00,,1.00
"NGK RC-TX99A CABLES PARA BUJIAS TOYOTA 22R PICK UP, 4RUNNER",CAPRIS,0.00,,1.00
"NGK RC-TX99A CABLES PARA BUJIAS TOYOTA 22R PICK UP, 4RUNNER",,0.00,,1.00
NGK RC-XX89 CABLES PARA BUJIAS ACCENT,Capris S.A.,0.00,,2.00
NGK RC-XX89 CABLES PARA BUJIAS ACCENT,,0.00,,2.00
NGK RC-XX90 CABLES PARA BUJIAS HYUNDAI ELANTRA 2.0L (1999-2000) Y 1.8L (1996-2000),CAPRIS,0.00,,1.00
NGK RC-XX90 CABLES PARA BUJIAS HYUNDAI ELANTRA 2.0L (1999-2000) Y 1.8L (1996-2000),,0.00,,1.00
NGK RC-XX90 CABLES PARA BUJIAS HYUNDAI ELANTRA 2.OL (1999-2000) Y 1.8L (1996-2000),Capris S.A.,0.00,,3.00
NGK RC-XX90 CABLES PARA BUJIAS HYUNDAI ELANTRA 2.OL (1999-2000) Y 1.8L (1996-2000),,0.00,,3.00
NGK SILZKR6B10E BUJIA LASER IRIDIUM GRADO 6 12MMX26.5MM HEX 16MM,Capris S.A.,0.00,,12.00
NGK SILZKR6B10E BUJIA LASER IRIDIUM GRADO 6 12MMX26.5MM HEX 16MM,,0.00,,12.00
NGK SILZKR7B11 BUJIA LASER IRIDIUM GRADO 7 12MMX26.5MM HEX 16MM,Capris S.A.,0.00,,16.00
